Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),334,148,422,1337,412,1295,,,,,,,,
2025,341,145,,,,,,,,,,,,
2024,575,60,,,,,,,,,790,51,,
2023,674,45,,,,,,,,,,,,
2022,363,130,,,,,,,,,,,,
2021,689,36,,,,,,,,,,,,
2020,643,36,,,,,,,,,415,108,,
2019,724,25,,,,,,,,,400,104,,
2018,580,5,,,,,,,,,591,17,,
2017,998,10,,,,,,,,,1438,8,,
2016,1307,4,,,,,,,,,1581,6,,
