Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 Shymkent 2 CH F,W vs Haase,23,24,1.0,16.0%,16.7%,21,22,1.0,16.7%,17.5%,11.9%,4.8%,1.0,20.8%,21.5%
2019 Shymkent CH R64,L vs Maamoun,13,43,0.3,7.7%,25.6%,11,39,0.3,7.2%,25.5%,7.2%,0.0%,0.7,15.5%,22.6%
Career (2 matches),,36,67,0.5,11.5%,21.5%,32,61,0.5,11.5%,21.9%,9.3%,2.2%,0.8,17.9%,22.1%
