Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
09-Feb-2026,Tenerife 2 CH,Hard,Q2,328,527,Sergio Callejon Hernando [ESP] d. (5) Fomin,7-6(3) 6-1,0.70,6.1%,3.0%,66.7%,61.4%,45.5%,3/6,1:35
09-Feb-2026,Tenerife 2 CH,Hard,Q1,328,477,(5) Fomin d. Filip Peliwo [POL],6-1 6-1,4.43,3.1%,6.3%,65.6%,95.2%,72.7%,0/0,0:47
02-Feb-2026,Tenerife 1 CH,Hard,R32,330,178,(3) Stefano Travaglia [ITA] d. (Alt) Fomin,6-3 6-0,0.31,0.0%,4.9%,70.7%,37.9%,58.3%,0/4,0:54
27-Jan-2026,Manama CH,Hard,Q2,338,266,(3) Dimitar Kuzmanov [BUL] d. (8) Fomin,1-6 6-3 6-1,0.86,2.8%,0.0%,70.4%,52.0%,52.4%,7/12,2:01
27-Jan-2026,Manama CH,Hard,Q1,338,,(8) Fomin d. (WC) Enrico Baldisserri [ITA],6-1 6-2,1.95,8.3%,2.1%,75.0%,75.0%,58.3%,1/1,0:56
12-Jan-2026,Nonthaburi 2 CH,Hard,Q1,332,351,Marek Gengel [CZE] d. (4) Fomin,6-3 6-1,0.57,3.8%,9.4%,52.8%,71.4%,24.0%,3/7,1:00
05-Jan-2026,Nonthaburi 1 CH,Hard,QF,340,415,Marek Gengel [CZE] d. Fomin,6-1 6-4,0.59,4.7%,3.1%,59.4%,55.3%,42.3%,5/10,1:05
05-Jan-2026,Nonthaburi 1 CH,Hard,R16,340,302,Fomin d. Robin Bertrand [FRA],6-3 6-4,1.29,3.4%,5.1%,66.1%,69.2%,65.0%,2/3,1:21
05-Jan-2026,Nonthaburi 1 CH,Hard,R32,340,322,Fomin d. Renta Tokuda [JPN],7-5 3-6 7-5,0.92,8.7%,5.2%,61.7%,67.6%,47.7%,6/9,2:24
24-Nov-2025,Manama 2 CH,Hard,QF,358,329,Toby Samuel [GBR] d. (8) Fomin,6-4 6-2,0.73,0.0%,1.6%,54.1%,51.5%,42.9%,1/6,1:14
24-Nov-2025,Manama 2 CH,Hard,R16,358,868,(8) Fomin d. (Q) Maximilian Homberg [GER],6-0 7-6(4),1.58,9.1%,3.6%,52.7%,65.5%,61.5%,3/6,1:27
24-Nov-2025,Manama 2 CH,Hard,R32,358,451,(8) Fomin d. Dali Blanch [USA],6-7(2) 7-6(1) 6-3,1.03,1.8%,4.5%,52.7%,62.7%,58.5%,5/9,2:25
10-Nov-2025,M25 Manama,Hard,F,404,517,Fomin d. Olaf Pieczkowski [POL],1-6 6-4 6-3,0.97,1.1%,4.6%,52.9%,58.7%,41.5%,3/9,2:33
10-Nov-2025,M25 Manama,Hard,SF,404,959,Fomin d. Maximilian Homberg [GER],6-4 6-1,2.35,12.8%,2.6%,59.0%,82.6%,68.8%,0/1,1:16
10-Nov-2025,M25 Manama,Hard,QF,404,585,Fomin d. Nino Ehrenschneider [GER],7-6(2) 1-6 6-0,1.12,3.3%,1.1%,62.6%,66.7%,47.1%,3/7,2:21
10-Nov-2025,M25 Manama,Hard,R16,404,2159,Fomin d. Vladislav Melnic [ROU],6-1 6-2,2.63,2.7%,0.0%,67.6%,80.0%,75.0%,0/0,1:02
10-Nov-2025,M25 Manama,Hard,R32,404,1247,Fomin d. Volodymyr Iakubenko [UKR],6-2 6-2,1.75,3.6%,3.6%,58.2%,75.0%,56.5%,5/6,1:25
03-Nov-2025,M15 Manama,Hard,QF,460,621,Ivan Marrero Curbelo [ESP] d. Fomin,6-2 6-2,0.68,1.7%,10.0%,48.3%,51.7%,35.5%,5/11,1:24
03-Nov-2025,M15 Manama,Hard,R16,460,865,Fomin d. Timofei Derepasko [RUS],3-6 6-4 6-2,1.06,2.4%,0.0%,71.8%,60.7%,41.7%,6/11,2:28
03-Nov-2025,M15 Manama,Hard,R32,460,2147,Fomin d. Vladislav Melnic [ROU],7-6(5) 6-4,1.02,5.4%,2.7%,55.4%,68.3%,54.5%,1/4,1:57
