Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,32,13,19,40.6%,34-46,42.5%,367-409,47.3%,5-7,41.7%,32,74.4%,19.9%,9.1%,3.4%,55.2%,70.7%,50.3%,61.6%,36.6%,49.1%,0.95,SF (s Hertogenbosch)
2012,45,21,24,46.7%,52-55,48.6%,529-537,49.6%,9-11,45.0%,45,79.9%,20.0%,9.7%,2.8%,58.2%,73.6%,51.6%,64.4%,36.0%,49.9%,1.01,SF (s Hertogenbosch)
2011,50,24,26,48.0%,65-62,51.2%,620-589,51.3%,6-10,37.5%,48,79.7%,25.4%,8.5%,2.2%,58.1%,74.4%,51.0%,64.6%,38.1%,51.2%,1.08,F (Chennai)
2010,45,22,23,48.9%,55-60,47.8%,571-583,49.5%,10-9,52.6%,44,79.4%,19.9%,8.8%,2.5%,57.3%,73.8%,50.4%,63.8%,36.4%,50.2%,1.01,SF (2x)
2009,9,4,5,44.4%,13-13,50.0%,130-131,49.8%,5-4,55.6%,7,80.6%,19.1%,7.7%,1.7%,59.6%,70.8%,52.7%,63.5%,34.6%,49.2%,0.95,R16 (Queen's Club)
2008,18,7,11,38.9%,21-25,45.7%,212-211,50.1%,2-3,40.0%,17,76.9%,22.3%,8.6%,2.3%,58.7%,73.3%,47.0%,62.4%,38.5%,49.9%,1.02,R16 (Auckland)
2007,17,12,5,70.6%,28-13,68.3%,227-173,56.8%,4-2,66.7%,17,84.9%,28.1%,10.6%,2.7%,57.5%,74.0%,56.0%,66.4%,39.2%,52.7%,1.17,W (2x)
2006,55,31,24,56.4%,80-61,56.7%,730-645,53.1%,13-11,54.2%,55,79.5%,26.6%,8.2%,2.3%,57.9%,73.4%,51.4%,64.1%,39.6%,51.6%,1.10,F (2x)
2005,42,22,20,52.4%,60-50,54.5%,553-512,51.9%,9-7,56.3%,42,81.3%,22.3%,10.2%,2.6%,58.2%,73.5%,52.0%,64.5%,36.8%,50.9%,1.04,W (Delray Beach)
2004,49,23,26,46.9%,63-60,51.2%,603-579,51.0%,6-11,35.3%,46,75.9%,26.9%,9.4%,2.6%,57.4%,71.9%,50.3%,62.7%,40.1%,50.9%,1.08,F (2x)
2003,39,18,21,46.2%,50-54,48.1%,513-532,49.1%,8-10,44.4%,38,75.5%,23.2%,10.5%,3.9%,52.3%,74.1%,51.2%,63.2%,37.4%,50.1%,1.02,QF (3x)
2002,55,32,23,58.2%,85-61,58.2%,735-666,52.5%,15-4,78.9%,52,77.4%,25.4%,8.5%,3.3%,56.5%,72.1%,51.0%,62.9%,39.0%,50.8%,1.05,SF (3x)
2001,61,38,23,62.3%,84-65,56.4%,764-694,52.4%,12-10,54.5%,58,80.3%,25.9%,8.6%,3.3%,57.3%,75.1%,51.0%,64.8%,39.5%,51.9%,1.12,F (2x)
2000,14,7,7,50.0%,17-17,50.0%,166-164,50.3%,1-3,25.0%,14,72.7%,28.7%,7.2%,3.6%,55.4%,68.2%,49.5%,59.8%,40.6%,50.3%,1.01,R16 (4x)
1999,22,12,10,54.5%,33-31,51.6%,314-315,49.9%,9-3,75.0%,17,69.3%,24.9%,7.0%,4.2%,53.9%,69.2%,49.2%,60.0%,38.7%,49.0%,0.97,F (Delray Beach)
1998,15,8,7,53.3%,18-15,54.5%,167-151,52.5%,1-1,50.0%,14,75.3%,30.4%,7.5%,4.3%,51.8%,74.3%,48.1%,61.7%,41.0%,51.5%,1.07,F (Mexico City)
Career,568,294,274,51.8%,758-688,52.4%,7201-6891,51.1%,115-106,52.0%,546,78.2%,24.1%,8.9%,2.9%,56.8%,73.1%,50.9%,63.5%,38.3%,50.7%,1.05,
