Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,334,165,169,49.4%,428-402,51.6%,4132-3990,50.9%,66-71,48.2%,327,78.7%,23.4%,9.1%,3.1%,56.0%,73.5%,51.1%,63.7%,37.7%,50.6%,1.04
Clay,117,58,59,49.6%,145-152,48.8%,1396-1424,49.5%,17-15,53.1%,107,70.7%,27.0%,6.6%,2.9%,55.0%,68.8%,48.3%,59.6%,40.2%,49.8%,0.99
Grass,80,50,30,62.5%,137-92,59.8%,1202-1043,53.5%,23-10,69.7%,79,83.4%,23.5%,10.6%,2.6%,60.6%,75.9%,53.0%,66.9%,37.8%,52.0%,1.14
Carpet,37,21,16,56.8%,48-42,53.3%,471-434,52.0%,9-10,47.4%,33,81.7%,24.3%,10.0%,2.5%,60.6%,73.9%,51.9%,65.2%,38.4%,51.7%,1.10
Grand Slams,107,58,49,54.2%,204-179,53.3%,1907-1807,51.3%,25-24,51.0%,107,77.9%,25.0%,9.0%,2.7%,56.5%,72.7%,51.5%,63.5%,38.4%,50.8%,1.05
Masters,110,43,67,39.1%,107-141,43.1%,1151-1237,48.2%,19-17,52.8%,110,74.8%,21.6%,8.2%,3.1%,56.3%,71.6%,49.8%,62.1%,36.9%,49.4%,0.97
Other Tours,331,181,150,54.7%,410-338,54.8%,3794-3531,51.8%,62-58,51.7%,329,79.4%,24.5%,9.2%,3.0%,57.1%,73.8%,51.0%,64.0%,38.6%,51.1%,1.07
Best of 5,125,69,56,55.2%,239-207,53.6%,2235-2105,51.5%,34-30,53.1%,107,77.9%,25.0%,9.0%,2.7%,56.5%,72.7%,51.5%,63.5%,38.4%,50.8%,1.05
Best of 3,443,225,218,50.8%,519-481,51.9%,4966-4786,50.9%,81-76,51.6%,439,78.3%,23.8%,8.9%,3.0%,56.9%,73.2%,50.7%,63.5%,38.2%,50.7%,1.05
Finals,12,3,9,25.0%,10-19,34.5%,126-154,45.0%,2-1,66.7%,12,73.7%,16.4%,8.4%,2.3%,57.4%,71.1%,46.2%,60.5%,34.6%,47.5%,0.88
Semi-finals,26,12,14,46.2%,29-31,48.3%,295-287,50.7%,4-6,40.0%,26,75.3%,27.4%,7.7%,3.0%,58.5%,70.6%,48.5%,61.4%,39.6%,50.5%,1.03
Quarter-finals,51,26,25,51.0%,58-59,49.6%,586-553,51.4%,4-8,33.3%,51,80.3%,23.5%,9.2%,2.5%,58.0%,74.6%,51.3%,64.8%,37.0%,50.8%,1.05
vs Righties,502,251,251,50.0%,658-621,51.4%,6374-6138,50.9%,99-101,49.5%,482,78.0%,24.0%,9.0%,2.9%,56.6%,73.1%,50.8%,63.4%,38.2%,50.6%,1.05
vs Lefties,65,42,23,64.6%,98-67,59.4%,815-748,52.1%,16-5,76.2%,63,79.7%,24.7%,8.2%,3.5%,58.9%,72.7%,51.6%,64.0%,38.5%,51.1%,1.07
vs Top 10,57,16,41,28.1%,52-99,34.4%,686-819,45.6%,7-12,36.8%,55,74.4%,17.9%,7.8%,2.8%,56.5%,70.8%,49.6%,61.6%,34.6%,48.2%,0.90
