Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
13,Tommy Haas [GER],4,9,30.8%,2,0,2,0.0%,1999,2010,13,0.86,10.7%,2.1%,57.1%,71.9%,49.8%,62.4%,32.5%,55.7%,30.3%
11,Roger Federer [SUI],1,10,9.1%,6,3,3,50.0%,1999,2012,10,0.83,4.6%,2.7%,60.3%,67.4%,46.4%,59.0%,33.9%,47.0%,28.0%
11,Andy Roddick [USA],1,10,9.1%,4,2,2,50.0%,2000,2012,10,0.71,11.1%,3.1%,53.6%,73.5%,48.5%,61.9%,27.0%,58.9%,29.0%
9,Radek Stepanek [CZE],3,6,33.3%,5,3,2,60.0%,2004,2012,8,0.92,6.9%,1.1%,63.3%,67.0%,51.8%,61.4%,35.4%,67.2%,31.8%
9,Sebastien Grosjean [FRA],0,9,0.0%,4,1,3,25.0%,1998,2006,8,0.80,4.5%,4.1%,53.9%,66.3%,46.2%,57.0%,34.5%,55.6%,31.6%
8,Alejandro Falla [COL],5,3,62.5%,2,1,1,50.0%,2007,2013,6,1.09,8.8%,3.3%,55.9%,69.4%,52.6%,62.0%,41.4%,59.0%,41.9%
7,David Nalbandian [ARG],1,6,14.3%,4,0,4,0.0%,2002,2012,7,0.83,10.9%,2.8%,56.5%,69.8%,41.6%,57.5%,35.3%,62.2%,47.9%
7,Rainer Schuettler [GER],2,5,28.6%,5,2,3,40.0%,2001,2009,7,0.94,6.6%,2.7%,56.4%,68.3%,48.8%,59.8%,37.6%,55.6%,42.3%
7,Jiri Novak [CZE],2,5,28.6%,4,3,1,75.0%,1998,2006,7,0.91,7.8%,3.7%,53.5%,73.6%,43.2%,59.5%,37.1%,56.7%,50.0%
6,Guillermo Garcia Lopez [ESP],5,1,83.3%,3,2,1,66.7%,2006,2013,6,1.42,6.4%,3.6%,60.7%,80.7%,53.9%,70.2%,42.3%,59.1%,36.5%
6,Michael Russell [USA],2,4,33.3%,2,1,1,50.0%,2000,2011,3,0.97,8.3%,3.8%,55.3%,73.3%,44.9%,60.6%,38.4%,53.8%,30.0%
6,Dmitry Tursunov [RUS],4,2,66.7%,5,4,1,80.0%,2003,2011,6,1.13,9.1%,2.4%,55.7%,76.9%,48.2%,64.2%,40.6%,54.2%,51.1%
6,Arnaud Clement [FRA],3,3,50.0%,3,2,1,66.7%,2001,2011,6,0.98,10.3%,3.0%,53.0%,74.3%,47.6%,61.8%,37.7%,57.1%,41.7%
6,Bjorn Phau [GER],6,0,100.0%,2,1,1,50.0%,2000,2011,3,1.88,6.3%,0.0%,53.7%,79.8%,64.2%,72.6%,51.5%,93.3%,60.0%
6,Taylor Dent [USA],5,1,83.3%,1,1,0,100.0%,2001,2009,4,1.15,6.7%,3.3%,53.0%,76.7%,50.4%,64.3%,41.0%,74.2%,59.3%
