Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,2,0,2,0.0%,0-3,0.0%,10-19,34.5%,0-1,0.0%,2,76.9%,0.0%,8.0%,0.0%,55.2%,72.9%,46.2%,60.9%,23.0%,42.0%,0.59,R32 (2x)
2012,4,2,2,50.0%,4-4,50.0%,44-35,55.7%,0-2,0.0%,4,87.8%,23.1%,9.5%,3.6%,55.2%,78.4%,55.8%,68.3%,37.4%,52.7%,1.18,QF (Orleans)
2011,2,1,1,50.0%,2-2,50.0%,18-20,47.4%,0-0,-,2,75.0%,16.7%,5.1%,2.5%,44.1%,73.1%,50.0%,60.2%,40.3%,49.6%,1.01,R16 (Mons)
2010,6,3,3,50.0%,7-7,50.0%,78-74,51.3%,4-2,66.7%,6,89.0%,12.3%,9.5%,1.5%,64.6%,78.1%,55.6%,70.1%,34.7%,51.3%,1.16,QF (Bordeaux)
2009,41,31,10,75.6%,66-30,68.8%,508-394,56.3%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
2008,15,10,5,66.7%,22-11,66.7%,174-136,56.1%,2-3,40.0%,0,,,,,,,,,,,,W (Moncton)
2007,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,0,,,,,,,,,,,,R32 (Mons)
2005,5,4,1,80.0%,7-3,70.0%,51-47,52.0%,1-0,100.0%,0,,,,,,,,,,,,F (Mons)
2000,25,16,9,64.0%,33-22,60.0%,266-239,52.7%,4-3,57.1%,0,,,,,,,,,,,,W (San Antonio)
1998,1,0,1,0.0%,0-2,0.0%,10-14,41.7%,0-0,-,0,,,,,,,,,,,,R32 (Dallas)
1997,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Ostend)
1996,2,1,1,50.0%,1-2,33.3%,12-13,48.0%,2-0,100.0%,0,,,,,,,,,,,,R16 (Ostend)
Career,105,68,37,64.8%,143-90,61.4%,1190-1019,53.9%,18-14,56.3%,14,85.7%,14.5%,8.8%,2.1%,58.4%,77.2%,53.7%,67.4%,35.1%,50.6%,1.08,
