Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2013 Mons CH R32,L vs Stakhovsky,0% (0/11),- (0/0),0/1,20% (2/10),50% (1/2),0/0,0/0,1/1,0/0,0/0
2013 US Open R128,L vs Seppi,29% (6/21),67% (4/6),1/4,43% (9/21),33% (3/9),2/4,1/1,3/5,0/0,1/2
2013 Canada R64,L vs Levine,18% (2/11),100% (2/2),1/3,45% (5/11),40% (2/5),1/1,0/0,1/1,0/0,0/0
2013 Washington R32,L vs Dimitrov,9% (1/11),0% (0/1),0/1,9% (1/11),0% (0/1),0/0,0/0,3/3,0/0,1/1
2013 Washington R64,W vs Ram,77% (10/13),50% (5/10),2/3,21% (3/14),0% (0/3),4/5,2/2,1/1,1/1,0/0
2013 Bogota R32,L vs Falla,33% (4/12),50% (2/4),1/5,45% (5/11),0% (0/5),1/2,1/1,0/0,0/0,0/0
2013 Wimbledon R128,L vs Verdasco,11% (2/19),50% (1/2),0/5,37% (7/19),14% (1/7),0/1,0/0,1/2,0/0,0/1
2013 s Hertogenbosch SF,L vs Mahut,22% (2/9),50% (1/2),1/3,44% (4/9),0% (0/4),0/1,0/0,1/2,0/0,0/1
2013 s Hertogenbosch QF,W vs Bautista Agut,30% (3/10),100% (3/3),0/1,10% (1/10),0% (0/1),3/3,2/2,0/0,1/1,0/0
2013 s Hertogenbosch R16,W vs Lu,46% (6/13),83% (5/6),2/3,38% (5/13),40% (2/5),4/5,2/2,1/1,1/1,0/0
2013 s Hertogenbosch R32,W vs Ferrer,30% (3/10),33% (1/3),0/0,27% (3/11),100% (3/3),1/1,1/1,2/2,1/1,0/0
2013 Queen's Club R32,L vs Del Potro,40% (6/15),67% (4/6),1/2,19% (3/16),0% (0/3),3/4,1/1,3/4,0/0,1/2
2013 Queen's Club R64,W vs Garcia Lopez,50% (8/16),38% (3/8),0/1,13% (2/16),0% (0/2),2/3,2/2,1/2,1/1,0/0
2013 Roland Garros R128,L vs Raonic,17% (3/18),67% (2/3),0/5,41% (7/17),14% (1/7),1/1,0/0,3/4,0/0,2/2
2013 Roland Garros R128,L vs Raonic,17% (3/18),67% (2/3),0/5,41% (7/17),14% (1/7),1/1,0/0,3/4,0/0,2/2
2013 Madrid R64,L vs Istomin,11% (1/9),0% (0/1),0/3,63% (5/8),40% (2/5),0/0,0/0,0/0,0/0,0/0
2013 Bucharest R32,L vs Giraldo,0% (0/7),- (0/0),0/3,63% (5/8),0% (0/5),0/0,0/0,0/2,0/0,0/1
2013 Miami R32,L vs Nishikori,10% (1/10),100% (1/1),1/4,60% (6/10),33% (2/6),1/1,0/0,0/0,0/0,0/0
2013 Miami R64,W vs Chardy,89% (8/9),75% (6/8),1/2,50% (4/8),50% (2/4),4/4,0/1,0/0,0/1,0/0
2013 Miami R128,W vs Ram,50% (8/16),63% (5/8),1/3,38% (6/16),50% (3/6),3/4,1/1,2/2,0/0,0/0
2013 (31 matches),,29.8%,64.4%,18.2%,35.4%,26.4%,71.6%,87.0%,74.1%,77.8%,66.7%
2012 (39 matches),,30.6%,61.5%,18.6%,29.5%,36.1%,81.0%,85.2%,87.7%,88.9%,90.9%
2011 (12 matches),,31.0%,65.4%,21.4%,31.1%,39.2%,93.3%,100.0%,83.3%,100.0%,85.7%
1999 (1 matches),,63.6%,57.1%,60.0%,38.1%,25.0%,50.0%,0.0%,0.0%,0.0%,-
Career (83 matches),,31.1%,62.9%,19.8%,32.1%,32.4%,78.6%,87.1%,80.8%,81.8%,80.9%
