Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Rovereto R32,W vs De Stefano,1.6%,100.0%,3.2%,100.0%,10.2%,6.3%,16.7%,7.5%,18.2%,1.1%,33.3%,-12,-4
2025 ITF Biarritz QF,L vs Rakotomanga Rajaonah,0.0%,-,10.3%,75.0%,22.8%,16.7%,50.0%,19.6%,20.0%,2.1%,0.0%,25,-11
Last 52 Weeks (2 matches),,0.8%,100.0%,6.3%,82.4%,15.2%,11.8%,25.0%,13.0%,18.8%,1.5%,14.3%,3,-7
Career (2 matches),,0.8%,100.0%,6.3%,82.4%,15.2%,11.8%,25.0%,13.0%,18.8%,1.5%,14.3%,3,-7
