Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Oleksandra Oliynykova [CRO],1,4,20.0%,2,1,1,50.0%,2022,2025,1,0.59,0.0%,4.4%,82.2%,40.5%,25.0%,37.8%,36.6%,0.0%,66.7%
4,Sinja Kraus [AUT],1,3,25.0%,0,0,0,-,2023,2025,2,0.70,1.0%,4.9%,70.6%,51.4%,33.3%,46.1%,37.5%,37.5%,30.0%
3,Aneta Kladivova [CZE],3,0,100.0%,1,1,0,100.0%,2023,2025,1,1.02,0.0%,1.8%,80.0%,54.5%,45.5%,52.7%,48.1%,69.2%,44.4%
3,Natalia Szabanin [HUN],3,0,100.0%,1,1,0,100.0%,2022,2024,0,,,,,,,,,,
3,Ivana Sebestova [CZE],2,1,66.7%,0,0,0,-,2021,2023,0,,,,,,,,,,
3,Berta Bonardi [ARG],3,0,100.0%,0,0,0,-,2021,2023,0,,,,,,,,,,
2,Alice Rame [FRA],2,0,100.0%,0,0,0,-,2025,2025,2,1.15,0.0%,3.9%,66.4%,62.4%,39.5%,54.7%,52.3%,33.3%,43.3%
2,Dominika Salkova [CZE],1,1,50.0%,0,0,0,-,2023,2025,1,1.13,1.1%,4.5%,71.9%,59.4%,40.0%,53.9%,52.0%,72.2%,47.1%
2,Alice Tubello [FRA],0,2,0.0%,1,0,1,0.0%,2022,2025,1,0.52,1.8%,7.3%,80.0%,54.5%,0.0%,43.6%,29.5%,54.5%,0.0%
2,Tamara Zidansek [SLO],0,2,0.0%,1,0,1,0.0%,2025,2025,2,0.73,0.8%,5.8%,76.7%,47.8%,42.9%,46.7%,38.7%,60.9%,27.3%
2,Diletta Cherubini [ITA],2,0,100.0%,0,0,0,-,2022,2025,1,1.23,0.0%,2.8%,72.2%,55.8%,60.0%,56.9%,52.9%,33.3%,60.0%
2,Nika Radisic [SLO],1,1,50.0%,0,0,0,-,2023,2025,0,,,,,,,,,,
2,Gabriela Ce [BRA],2,0,100.0%,1,1,0,100.0%,2023,2025,1,1.30,0.0%,4.7%,62.5%,55.0%,54.2%,54.7%,59.1%,33.3%,70.0%
2,Carol Zhao [CAN],0,2,0.0%,0,0,0,-,2025,2025,2,0.91,0.6%,2.4%,75.1%,47.2%,50.0%,47.9%,47.4%,46.2%,64.7%
2,Raluka Serban [CYP],1,1,50.0%,1,1,0,100.0%,2023,2025,1,0.80,0.0%,0.0%,82.8%,50.0%,20.0%,44.8%,44.0%,60.0%,66.7%
