Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2003 Paris Masters SF,L vs Pavel,19,34,0.6,10.4%,18.7%,17,31,0.5,10.2%,18.7%,6.6%,3.6%,1.0,20.3%,19.8%
2003 Gstaad F,W vs Federer,34,44,0.8,11.7%,15.2%,31,40,0.8,12.2%,15.7%,6.3%,5.9%,1.0,18.6%,18.3%
2003 Dubai F,L vs Federer,9,23,0.4,7.4%,18.9%,9,22,0.4,7.9%,19.3%,4.4%,3.5%,0.9,18.0%,19.7%
2002 Masters Cup RR,W vs Agassi,24,13,1.8,20.5%,11.1%,17,11,1.5,16.8%,10.9%,10.9%,5.9%,0.8,15.4%,20.5%
2002 Madrid Masters SF,W vs Santoro,29,17,1.7,27.4%,16.0%,27,16,1.7,27.6%,16.3%,19.4%,8.2%,0.9,14.2%,16.0%
2002 Vienna F,L vs Federer,21,35,0.6,9.1%,15.2%,19,30,0.6,9.2%,14.5%,6.8%,2.4%,1.8,23.9%,13.0%
2002 Canada Masters SF,L vs Roddick,9,18,0.5,9.7%,19.4%,7,18,0.4,8.8%,22.5%,7.5%,1.3%,1.5,24.7%,16.1%
2002 Rome Masters SF,L vs Agassi,19,28,0.7,13.6%,20.0%,15,27,0.6,11.5%,20.6%,5.3%,5.3%,1.1,17.1%,15.7%
2002 Australian Open SF,L vs Johansson,33,38,0.9,11.5%,13.2%,18,36,0.5,7.3%,14.7%,4.9%,2.4%,0.9,17.4%,18.4%
2000 Canada Masters SF,L vs Levy,31,30,1.0,17.5%,16.9%,31,27,1.1,18.1%,15.8%,13.5%,4.7%,0.9,13.0%,14.7%
Career (10 matches),,228,280,0.8,13.1%,16.0%,191,258,0.7,12.2%,16.5%,7.9%,4.2%,1.1,18.4%,17.2%
