Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,272,156,116,57.4%,382-307,55.4%,3453-3120,52.5%,39-57,40.6%,258,78.2%,27.6%,5.4%,2.9%,65.5%,69.2%,50.9%,62.9%,39.9%,51.2%,1.07
Clay,227,128,99,56.4%,307-267,53.5%,2840-2641,51.8%,38-41,48.1%,217,73.2%,30.5%,4.8%,2.7%,63.1%,67.2%,49.2%,60.6%,41.8%,51.0%,1.06
Grass,35,17,18,48.6%,51-50,50.5%,505-482,51.2%,7-7,50.0%,34,80.8%,21.9%,4.7%,2.7%,71.6%,68.5%,49.6%,63.1%,36.6%,49.9%,0.99
Carpet,70,38,32,54.3%,96-84,53.3%,900-848,51.5%,19-14,57.6%,56,77.8%,23.0%,5.3%,2.4%,66.2%,69.8%,49.1%,62.8%,37.4%,50.1%,1.00
Grand Slams,92,52,40,56.5%,183-151,54.8%,1675-1519,52.4%,16-22,42.1%,91,77.4%,28.1%,5.4%,2.9%,66.3%,69.2%,48.8%,62.3%,39.7%,51.0%,1.05
Masters,140,72,68,51.4%,155-162,48.9%,1535-1501,50.6%,18-26,40.9%,135,76.7%,24.8%,4.8%,2.8%,64.7%,68.4%,50.0%,61.9%,38.8%,50.3%,1.02
Other Tours,347,197,150,56.8%,440-369,54.4%,4037-3712,52.1%,57-67,46.0%,336,76.0%,28.9%,5.2%,2.7%,64.9%,68.2%,50.4%,62.0%,40.9%,51.2%,1.08
Best of 5,116,70,46,60.3%,243-179,57.6%,2142-1895,53.1%,27-26,50.9%,94,77.4%,27.9%,5.3%,2.9%,66.2%,69.1%,48.9%,62.2%,39.6%,50.9%,1.05
Best of 3,488,269,219,55.1%,593-529,52.9%,5556-5196,51.7%,76-93,45.0%,471,76.2%,27.8%,5.1%,2.7%,64.8%,68.3%,50.3%,62.0%,40.3%,51.0%,1.06
Finals,14,7,7,50.0%,17-19,47.2%,174-177,49.6%,0-6,0.0%,13,74.4%,26.6%,3.3%,2.1%,66.5%,64.6%,51.1%,60.1%,39.4%,49.8%,0.99
Semi-finals,33,13,20,39.4%,34-47,42.0%,379-409,48.1%,3-7,30.0%,33,76.4%,20.8%,5.3%,2.2%,65.3%,67.6%,52.8%,62.4%,37.3%,49.6%,0.99
Quarter-finals,57,33,24,57.9%,68-58,54.0%,615-574,51.7%,6-6,50.0%,57,77.7%,26.3%,4.9%,2.4%,63.5%,69.0%,50.7%,62.3%,39.9%,51.0%,1.06
vs Righties,520,286,234,55.0%,714-621,53.5%,6631-6176,51.8%,89-97,47.8%,483,76.2%,27.3%,5.2%,2.8%,65.0%,68.5%,49.6%,61.9%,40.0%,50.8%,1.05
vs Lefties,83,52,31,62.7%,120-87,58.0%,1055-907,53.8%,14-22,38.9%,81,78.0%,30.8%,5.0%,2.8%,65.9%,68.3%,52.2%,62.8%,41.4%,52.0%,1.11
vs Top 10,70,21,49,30.0%,60-120,33.3%,759-948,44.5%,7-13,35.0%,61,70.4%,17.1%,5.0%,3.1%,62.4%,66.4%,47.3%,59.2%,35.2%,47.2%,0.86
