Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2003 Paris SF,L vs Pavel,75% (9/12),33% (3/9),1/2,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2003 Gstaad F,W vs Federer,67% (18/27),38% (6/16),3/3,1/1,58% (7/12),3/5,0/0,- (0/0),- (0/0)
2003 Dubai F,L vs Federer,63% (5/8),100% (2/2),0/0,0/0,56% (5/9),0/2,0/1,0% (0/5),50% (2/4)
2002 Masters Cup RR,W vs Agassi,50% (8/16),63% (5/8),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2002 Madrid SF,W vs Santoro,80% (8/10),50% (4/8),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2002 Vienna F,L vs Federer,48% (12/25),30% (3/10),1/1,0/0,50% (6/12),2/5,0/1,- (0/0),- (0/0)
2002 Canada SF,L vs Roddick,100% (6/6),100% (1/1),0/0,0/0,25% (1/4),2/4,2/3,- (0/0),- (0/0)
2002 Rome SF,L vs Agassi,60% (9/15),0% (0/4),0/0,0/0,67% (4/6),3/5,3/4,- (0/0),- (0/0)
2002 Australian Open SF,L vs Johansson,68% (21/31),67% (4/6),2/2,0/0,80% (12/15),9/12,3/4,50% (3/6),33% (2/6)
2000 Canada SF,L vs Levy,67% (8/12),33% (5/15),1/1,0/0,67% (10/15),1/3,0/1,- (0/0),- (0/0)
2003 (3 matches),,68.1%,40.7%,80.0%,100.0%,53.3%,33.3%,0.0%,0.0%,50.0%
2002 (6 matches),,62.1%,45.9%,100.0%,100.0%,60.0%,61.5%,66.7%,50.0%,33.3%
2000 (1 matches),,66.7%,33.3%,100.0%,-,66.7%,33.3%,0.0%,-,-
Career (10 matches),,64.2%,41.8%,92.3%,100.0%,58.8%,52.6%,53.3%,27.3%,40.0%
