Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2007,3,1,2,33.3%,2-4,33.3%,25-29,46.3%,0-0,-,0,,,,,,,,,,,,R16 (Prostejov)
2006,1,0,1,0.0%,1-2,33.3%,10-18,35.7%,1-0,100.0%,0,,,,,,,,,,,,R32 (Prostejov)
2005,1,0,1,0.0%,1-2,33.3%,11-13,45.8%,0-0,-,0,,,,,,,,,,,,R32 (Prostejov)
2004,6,3,3,50.0%,4-7,36.4%,51-59,46.4%,0-2,0.0%,0,,,,,,,,,,,,QF (Prostejov)
2003,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,0,,,,,,,,,,,,R32 (Prostejov)
2002,5,4,1,80.0%,8-3,72.7%,59-36,62.1%,0-0,-,0,,,,,,,,,,,,F (Prostejov)
2001,6,4,2,66.7%,10-5,66.7%,82-57,59.0%,2-0,100.0%,0,,,,,,,,,,,,F (Prostejov)
1998,13,9,4,69.2%,17-10,63.0%,137-115,54.4%,1-2,33.3%,0,,,,,,,,,,,,W (Zagreb)
1997,15,12,3,80.0%,21-4,84.0%,144-91,61.3%,3-4,42.9%,0,,,,,,,,,,,,W (Indian Wells)
1996,3,2,1,66.7%,3-3,50.0%,28-31,47.5%,1-0,100.0%,0,,,,,,,,,,,,QF (Prostejov)
1995,54,42,12,77.8%,73-38,65.8%,562-427,56.8%,13-3,81.3%,0,,,,,,,,,,,,W (3x)
1994,30,16,14,53.3%,37-31,54.4%,315-272,53.7%,1-4,20.0%,0,,,,,,,,,,,,W (Prague1)
1993,3,2,1,66.7%,4-3,57.1%,33-24,57.9%,1-0,100.0%,0,,,,,,,,,,,,QF (Kosice)
Career,141,95,46,67.4%,182-114,61.5%,1469-1187,55.3%,23-15,60.5%,0,,,,,,,,,,,,
