Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2003 Paris SF,L vs Pavel,4.7,5.3,4.1,51.0%,48.9%,47.1%,33.3%,55.6%,9.3%,12.5,6.3,-1.5,-1.1
2003 Gstaad F,W vs Federer,3.4,3.8,2.9,51.8%,49.2%,42.9%,60.0%,47.2%,12.5%,8.0,4.6,15.5,9.2
2003 Dubai F,L vs Federer,5.4,5.5,5.2,48.0%,43.2%,42.9%,35.7%,44.8%,6.5%,0.0,0.0,0.5,0.4
2002 Masters Cup RR,W vs Agassi,4.6,4.9,4.4,63.3%,59.3%,50.0%,37.5%,48.9%,12.3%,6.0,5.5,15.0,15.5
2002 Madrid SF,W vs Santoro,5.0,4.8,5.3,60.5%,48.6%,66.7%,72.7%,51.8%,13.1%,18.5,16.5,1.5,1.6
2002 Vienna F,L vs Federer,4.2,4.8,3.7,48.4%,44.9%,56.3%,30.4%,52.8%,13.7%,18.0,9.1,1.5,1.0
2002 Canada SF,L vs Roddick,4.8,5.0,4.7,42.6%,58.8%,28.6%,40.0%,59.7%,22.1%,-2.5,-2.2,-2.0,-3.3
2002 Rome SF,L vs Agassi,5.0,5.3,4.6,42.5%,41.4%,42.1%,57.9%,45.8%,9.9%,-1.0,-0.8,-0.5,-0.3
2002 Australian Open SF,L vs Johansson,4.5,5.1,3.6,54.4%,35.6%,61.0%,46.4%,40.9%,9.5%,6.5,3.1,8.0,3.0
2000 Canada SF,L vs Levy,5.1,6.0,4.2,50.6%,46.9%,47.1%,57.7%,61.6%,7.6%,20.5,9.0,3.5,2.7
Career (10 matches),,4.5,5.0,4.0,51.3%,46.3%,51.3%,46.4%,50.3%,11.0%,8.7,5.4,4.2,3.0
