Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2005,10,4,6,40.0%,7-13,35.0%,84-105,44.4%,0-1,0.0%,1,-,-,5.6%,3.7%,74.1%,57.5%,42.9%,53.7%,32.6%,44.3%,0.70,QF (Canberra)
2004,44,16,28,36.4%,39-64,37.9%,435-532,45.0%,4-3,57.1%,4,-,-,2.0%,4.0%,63.6%,58.4%,43.5%,53.0%,41.9%,47.2%,0.89,SF (Tashkent)
2003,51,25,26,49.0%,60-62,49.2%,569-554,50.7%,5-6,45.5%,4,-,-,1.5%,8.3%,64.5%,53.1%,38.8%,48.0%,46.1%,47.0%,0.89,SF (2x)
2002,36,14,22,38.9%,35-49,41.7%,379-413,47.9%,7-2,77.8%,0,,,,,,,,,,,,F (Estoril)
2001,19,6,13,31.6%,14-30,31.8%,161-224,41.8%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
2000,8,3,5,37.5%,8-11,42.1%,73-91,44.5%,0-0,-,0,,,,,,,,,,,,QF (Sao Paulo)
1999,10,3,7,30.0%,4-13,23.5%,65-93,41.1%,1-1,50.0%,0,,,,,,,,,,,,QF (Estoril)
1997,1,0,1,0.0%,0-1,0.0%,3-6,33.3%,0-1,0.0%,0,,,,,,,,,,,,R32 (Palermo)
1994,1,0,1,0.0%,1-2,33.3%,13-15,46.4%,0-0,-,0,,,,,,,,,,,,R32 (Moscow)
Career,180,71,109,39.4%,168-245,40.7%,1782-2033,46.7%,17-15,53.1%,9,-,-,2.1%,6.2%,65.0%,55.6%,41.0%,50.5%,43.5%,46.9%,0.88,
