Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,88,37,51,42.0%,86-118,42.2%,893-995,47.3%,8-7,53.3%,6,-,-,2.2%,6.5%,62.2%,61.4%,42.3%,54.2%,44.3%,49.2%,0.97
Clay,71,28,43,39.4%,65-96,40.4%,692-794,46.6%,8-7,53.3%,2,-,-,0.7%,3.4%,75.0%,41.4%,48.6%,43.2%,45.9%,44.7%,0.81
Grass,12,4,8,33.3%,10-17,37.0%,110-135,44.9%,1-0,100.0%,1,-,-,4.9%,12.2%,58.5%,54.2%,11.8%,36.6%,21.6%,29.5%,0.34
Carpet,9,2,7,22.2%,7-14,33.3%,87-109,44.4%,0-1,0.0%,0,,,,,,,,,,,
Grand Slams,25,6,19,24.0%,17-41,29.3%,226-302,42.8%,1-1,50.0%,9,-,-,2.1%,6.2%,65.0%,55.6%,41.0%,50.5%,43.5%,46.9%,0.88
Premiers,44,13,31,29.5%,32-68,32.0%,409-515,44.3%,3-6,33.3%,0,,,,,,,,,,,
Internationals,74,36,38,48.6%,84-90,48.3%,789-816,49.2%,8-3,72.7%,0,,,,,,,,,,,
Finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,
Semi-finals,4,1,3,25.0%,3-6,33.3%,29-49,37.2%,1-0,100.0%,0,,,,,,,,,,,
Quarter-finals,14,4,10,28.6%,10-22,31.3%,123-172,41.7%,2-1,66.7%,0,,,,,,,,,,,
vs Righties,154,61,93,39.6%,142-208,40.6%,1510-1715,46.8%,14-12,53.8%,8,-,-,2.3%,6.8%,62.0%,58.2%,40.8%,51.6%,42.3%,46.9%,0.87
vs Lefties,22,7,15,31.8%,20-35,36.4%,229-288,44.3%,3-3,50.0%,1,-,-,1.0%,2.9%,80.0%,45.2%,42.9%,44.8%,48.8%,46.9%,0.88
vs Top 10,10,0,10,0.0%,5-20,20.0%,75-136,35.5%,1-0,100.0%,0,,,,,,,,,,,
