Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,13,7,6,53.8%,15-17,46.9%,145-158,47.9%,0-2,0.0%,13,72.8%,23.3%,4.9%,4.1%,57.0%,67.8%,48.9%,59.6%,36.1%,48.2%,0.89,QF (Eastbourne)
2024,28,7,21,25.0%,28-48,36.8%,340-413,45.2%,6-11,35.3%,28,74.5%,16.1%,4.7%,4.7%,55.8%,71.2%,48.7%,61.2%,34.9%,48.2%,0.90,R16 (4x)
2023,44,18,26,40.9%,49-59,45.4%,509-531,48.9%,3-6,33.3%,43,78.0%,21.4%,5.6%,4.1%,58.9%,71.3%,51.7%,63.2%,36.9%,49.9%,1.00,W (Washington)
2022,58,31,27,53.4%,73-66,52.5%,694-663,51.1%,11-11,50.0%,55,78.6%,24.1%,5.9%,3.3%,62.0%,71.7%,51.4%,64.0%,38.1%,50.8%,1.06,SF (3x)
2021,48,25,23,52.1%,67-61,52.3%,642-623,50.8%,10-11,47.6%,48,78.9%,23.0%,4.7%,3.0%,62.3%,69.8%,52.3%,63.2%,37.5%,50.5%,1.02,W (Murray River Open)
2020,33,19,14,57.6%,47-41,53.4%,449-422,51.5%,8-7,53.3%,33,78.0%,25.0%,4.6%,2.6%,60.1%,69.9%,51.5%,62.6%,38.6%,50.6%,1.03,SF (3x)
2019,40,19,21,47.5%,54-54,50.0%,533-533,50.0%,12-8,60.0%,40,77.3%,22.7%,4.9%,3.2%,63.1%,70.3%,52.1%,63.6%,37.5%,50.2%,1.03,F (Delray Beach)
2018,2,1,1,50.0%,4-4,50.0%,39-40,49.4%,1-0,100.0%,2,74.4%,23.1%,3.9%,3.5%,59.8%,71.9%,47.6%,62.1%,40.4%,50.8%,1.07,
2017,25,13,12,52.0%,35-34,50.7%,333-325,50.6%,5-5,50.0%,23,75.7%,26.2%,5.7%,4.0%,60.0%,71.6%,47.3%,61.9%,38.5%,50.2%,1.01,F (Sydney)
2016,19,9,10,47.4%,29-30,49.2%,292-304,49.0%,9-6,60.0%,19,78.6%,19.2%,5.4%,4.5%,59.8%,69.7%,51.7%,62.5%,35.5%,49.4%,0.95,R16 (2x)
2015,2,0,2,0.0%,1-5,16.7%,29-38,43.3%,1-1,50.0%,0,,,,,,,,,,,,
2014,9,4,5,44.4%,11-14,44.0%,117-127,48.0%,2-3,40.0%,9,82.4%,14.2%,9.4%,3.7%,59.2%,75.1%,47.9%,64.0%,33.4%,48.9%,0.93,SF (Zagreb)
2013,11,6,5,54.5%,19-15,55.9%,162-165,49.5%,3-2,60.0%,7,71.1%,28.1%,7.2%,5.2%,59.9%,65.9%,49.8%,59.4%,40.2%,50.0%,0.99,R16 (Queen's Club)
2012,5,2,3,40.0%,8-9,47.1%,84-77,52.2%,0-1,0.0%,1,66.7%,25.0%,2.5%,2.5%,60.0%,58.3%,59.4%,58.8%,42.0%,50.3%,1.02,
2011,2,0,2,0.0%,2-5,28.6%,38-38,50.0%,0-3,0.0%,2,81.1%,22.2%,6.4%,8.5%,63.2%,73.0%,51.2%,65.0%,33.8%,49.5%,0.96,R32 (Eastbourne)
2010,3,0,3,0.0%,5-8,38.5%,56-66,45.9%,1-1,50.0%,1,66.7%,30.8%,7.5%,4.5%,52.2%,60.0%,56.3%,58.2%,44.9%,50.3%,1.07,
2009,3,0,3,0.0%,0-9,0.0%,28-56,33.3%,0-1,0.0%,1,38.5%,23.1%,3.1%,5.1%,66.3%,53.8%,30.3%,45.9%,29.7%,39.5%,0.55,
2008,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,2.0%,8.2%,59.2%,48.3%,35.0%,42.9%,15.2%,31.7%,0.27,R64 (Queen's Club)
Career,346,161,185,46.5%,447-481,48.2%,4492-4591,49.5%,72-79,47.7%,326,77.2%,22.4%,5.3%,3.7%,60.4%,70.5%,50.8%,62.7%,37.2%,49.9%,1.00,
