Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R32,L vs De Minaur,102.1,109.0,8.2,111.2,104.3,125,94,90.7,8.0,95.6,93.0,106,72
2024 US Open R64,W vs Navone,98.7,107.1,7.8,108.8,105.4,123,94,87.1,6.0,90.3,94.0,100,73
2024 US Open R128,W vs Khachanov,101.2,109.3,7.6,111.9,105.5,125,92,91.4,5.7,92.5,98.3,103,72
2024 Wimbledon R128,L vs Tabilo,104.4,111.3,8.3,113.5,105.5,128,96,98.4,4.3,97.0,95.0,107,91
2023 US Open R32,L vs Alcaraz,107.0,113.9,7.5,116.9,109.3,131,95,96.4,5.5,99.8,103.0,110,82
2023 US Open R64,W vs Van De Zandschulp,104.6,111.4,7.9,115.9,107.6,128,97,96.1,5.3,101.0,97.7,107,83
2023 US Open R128,W vs Galan,106.0,111.9,6.9,115.9,108.0,128,93,96.0,5.7,101.0,98.0,106,81
2023 Wimbledon R128,L vs Halys,109.2,116.1,6.8,118.3,111.9,126,104,99.5,4.3,100.4,99.5,108,87
2022 US Open R32,L vs Cilic,105.1,111.6,8.3,112.3,108.8,124,67,94.8,5.5,95.0,94.0,103,75
2022 US Open R64,W vs Duckworth,105.6,110.4,8.4,113.7,105.6,122,76,92.8,7.6,102.0,97.0,102,64
2022 US Open R128,W vs Vesely,105.3,110.3,6.6,114.2,108.1,125,96,98.7,3.9,102.3,,105,90
2022 Wimbledon R128,L vs Kubler,107.3,113.0,5.0,116.1,111.9,122,103,100.3,4.9,103.9,95.9,109,91
2021 US Open R16,L vs Medvedev,103.1,108.8,8.9,110.4,102.5,121,68,91.0,5.6,90.0,95.0,99,77
2021 US Open R32,W vs Popyrin,105.0,112.1,7.0,113.3,108.2,128,98,93.5,5.0,95.3,93.5,102,72
2021 US Open R64,W vs Giron,108.3,114.5,7.4,119.1,108.0,127,97,95.9,5.9,100.2,97.5,105,83
2021 US Open R128,W vs Monteiro,104.6,110.7,9.1,114.3,104.8,129,69,95.1,6.8,98.8,88.0,112,72
2021 Wimbledon R32,L vs Korda,106.8,112.7,6.5,115.8,108.2,125,99,95.9,3.8,96.7,93.0,104,88
2021 Wimbledon R64,W vs Lajovic,106.1,113.9,6.4,117.7,107.1,124,100,95.8,4.2,101.3,,105,87
2021 Wimbledon R128,W vs Lopez,106.5,112.1,6.2,115.0,108.5,121,96,94.9,4.1,100.0,94.5,103,87
2020 US Open R64,L vs Moutet,104.9,111.7,8.6,113.7,108.3,129,64,95.3,5.9,96.2,96.0,105,70
Career (39 matches),,105.3,112.2,7.3,115.0,109.4,132,64,94.7,5.7,97.6,96.1,116,63
