Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 US Open R128,W vs Khachanov,7.2%,85.7%,17.3%,67.6%,15.7%,22.5%,7.9%,23.1%,50.0%,0.6%,0.0%,-74,-42
2024 Olympics R64,W vs Echargui,15.9%,38.5%,24.6%,61.9%,11.0%,14.7%,0.0%,25.0%,33.3%,4.1%,21.4%,-44,-22
2024 Bordeaux CH QF,L vs Shang,8.5%,66.7%,12.8%,82.6%,7.4%,11.6%,20.0%,5.9%,0.0%,4.8%,30.0%,-94,-67
2023 US Open R32,L vs Alcaraz,11.3%,57.1%,27.3%,58.5%,18.2%,25.6%,15.0%,9.4%,20.0%,1.5%,0.0%,-70,-37
2023 Washington F,W vs Griekspoor,8.6%,60.0%,12.5%,86.7%,22.6%,36.4%,0.0%,57.1%,50.0%,2.0%,0.0%,-20,-15
2023 Rome R64,L vs Carballes Baena,21.0%,54.5%,24.5%,63.9%,11.8%,25.6%,6.6%,11.0%,30.4%,5.0%,32.3%,-57,-42
2023 Barcelona SF,L vs Alcaraz,40.8%,55.0%,35.0%,51.4%,7.9%,0.0%,0.0%,9.1%,25.0%,2.8%,0.0%,-96,-77
2022 Vienna QF,L vs Shapovalov,17.6%,60.0%,22.6%,54.8%,8.3%,15.8%,0.0%,7.9%,0.0%,0.5%,0.0%,-46,-96
2022 Vienna R16,W vs Khachanov,9.3%,75.0%,13.0%,76.9%,14.8%,30.8%,0.0%,0.0%,0.0%,1.4%,33.3%,-120,-132
2022 Davis Cup Finals RR,W vs Griekspoor,7.8%,60.0%,18.6%,70.8%,12.6%,23.3%,0.0%,22.2%,57.1%,2.2%,80.0%,-58,-60
2022 Cincinnati R64,L vs Krajinovic,11.1%,66.7%,15.5%,55.6%,11.8%,20.0%,0.0%,0.0%,0.0%,0.0%,-,-76,-50
2022 Canada SF,L vs Carreno Busta,10.6%,72.7%,21.4%,73.3%,10.1%,19.2%,0.0%,11.1%,27.3%,0.7%,33.3%,-101,-81
2022 Eastbourne R16,L vs Cressy,2.7%,50.0%,14.7%,68.2%,22.1%,22.6%,20.0%,15.4%,28.6%,1.2%,50.0%,-50,-61
2022 Queens Club R32,L vs Berrettini,8.3%,60.0%,16.2%,57.1%,8.5%,14.8%,0.0%,28.6%,33.3%,1.3%,50.0%,6,-48
2022 Indian Wells R32,L vs Nadal,15.7%,50.0%,18.2%,54.5%,13.2%,18.2%,0.0%,5.6%,0.0%,1.1%,50.0%,-17,-17
2022 Indian Wells R64,W vs Coria,10.5%,75.0%,20.5%,83.3%,3.8%,11.1%,0.0%,15.0%,40.0%,0.0%,-,-90,-82
2022 Australian Open R128,W vs Goffin,1.8%,100.0%,3.5%,40.0%,16.7%,20.0%,100.0%,6.3%,25.0%,0.0%,-,-129,-115
2022 Sydney QF,W vs Cressy,0.0%,-,6.7%,77.8%,29.6%,40.0%,16.7%,75.0%,85.7%,0.8%,100.0%,7,10
2021 Vienna R32,L vs Alcaraz,6.0%,33.3%,20.4%,54.5%,5.8%,0.0%,0.0%,18.2%,25.0%,1.0%,0.0%,13,5
2021 US Open R16,L vs Medvedev,33.8%,73.1%,31.6%,59.2%,2.9%,3.8%,0.0%,10.0%,22.2%,1.7%,25.0%,-69,-86
Career (46 matches),,8.8%,61.2%,16.1%,65.2%,13.0%,18.1%,8.4%,17.0%,33.5%,1.7%,27.6%,-62,-48
