Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 US Open R128,W vs Khachanov,23.1%,34.6%,53.4%,30.5%,33.3%,51.9%,61.1%,47.6%,37.5%,48.3%,57.1%,13.6%,18.2%,46.1%,14
2024 Olympics R64,W vs Echargui,27.8%,41.1%,51.6%,36.2%,39.7%,53.4%,57.1%,52.8%,34.5%,34.5%,42.9%,6.9%,20.7%,44.4%,-49
2024 Bordeaux CH QF,L vs Shang,30.8%,38.5%,45.1%,37.7%,42.9%,55.1%,57.1%,53.9%,33.3%,39.3%,0.0%,11.5%,11.5%,30.4%,-4
2023 US Open R32,L vs Alcaraz,27.3%,41.7%,44.0%,35.2%,33.8%,53.2%,52.9%,47.4%,31.6%,56.4%,57.1%,20.0%,28.0%,32.5%,59
2023 Washington F,W vs Griekspoor,37.5%,48.4%,61.5%,41.7%,42.5%,50.0%,65.2%,49.3%,47.4%,61.9%,66.7%,30.4%,47.8%,56.3%,-16
2023 Rome R64,L vs Carballes Baena,24.3%,36.5%,54.3%,31.3%,32.4%,47.1%,54.3%,44.1%,35.7%,35.0%,50.0%,14.6%,24.4%,54.3%,22
2023 Barcelona SF,L vs Alcaraz,14.3%,26.5%,36.8%,21.6%,17.9%,39.3%,34.8%,30.7%,25.0%,62.5%,50.0%,11.8%,11.8%,40.0%,-13
2022 Vienna QF,L vs Shapovalov,14.1%,25.9%,50.0%,23.5%,15.0%,31.7%,58.8%,28.3%,35.3%,46.2%,41.7%,12.5%,12.5%,28.6%,-19
2022 Vienna R16,W vs Khachanov,27.3%,34.1%,63.3%,36.1%,29.6%,40.7%,63.2%,44.1%,33.3%,41.7%,0.0%,26.7%,26.7%,63.6%,99
2022 Davis Cup Finals RR,W vs Griekspoor,17.9%,34.3%,63.0%,26.6%,25.0%,45.0%,63.3%,39.5%,42.1%,33.3%,100.0%,7.7%,19.2%,62.5%,-37
2022 Cincinnati R64,L vs Krajinovic,27.9%,39.3%,48.6%,33.6%,41.0%,59.0%,52.2%,50.0%,50.0%,52.2%,33.3%,6.7%,6.7%,42.9%,-68
2022 Canada SF,L vs Carreno Busta,19.1%,34.5%,54.2%,27.1%,27.3%,48.5%,60.4%,40.6%,38.7%,45.7%,75.0%,7.9%,15.8%,45.7%,-43
2022 Eastbourne R16,L vs Cressy,23.0%,33.8%,53.7%,25.7%,28.9%,39.5%,59.3%,34.2%,33.3%,35.3%,60.0%,18.2%,30.3%,48.1%,47
2022 Queens Club R32,L vs Berrettini,25.0%,35.9%,47.7%,30.8%,27.3%,42.4%,45.8%,38.5%,35.3%,75.0%,33.3%,25.9%,33.3%,50.0%,116
2022 Indian Wells R32,L vs Nadal,34.5%,45.5%,44.1%,39.3%,33.3%,48.1%,38.9%,43.0%,35.7%,46.2%,50.0%,38.5%,46.2%,50.0%,29
2022 Indian Wells R64,W vs Coria,32.5%,42.5%,57.7%,35.0%,41.2%,52.9%,40.0%,47.1%,33.3%,37.5%,-,27.3%,36.4%,68.8%,-13
2022 Australian Open R128,W vs Goffin,40.3%,49.3%,57.9%,44.9%,47.6%,59.5%,63.6%,55.0%,40.0%,45.5%,-,30.4%,34.8%,50.0%,42
2022 Sydney QF,W vs Cressy,34.9%,55.6%,67.6%,40.5%,47.2%,66.7%,68.4%,56.9%,53.3%,57.1%,-,21.7%,47.8%,66.7%,86
2021 Vienna R32,L vs Alcaraz,21.6%,25.5%,38.5%,25.9%,19.4%,25.8%,52.0%,26.5%,15.4%,44.4%,33.3%,26.3%,26.3%,14.3%,-3
2021 US Open R16,L vs Medvedev,10.4%,20.8%,50.0%,19.7%,13.7%,25.5%,56.8%,27.8%,33.3%,37.0%,50.0%,4.3%,13.0%,36.4%,-76
Career (46 matches),,25.3%,36.8%,52.1%,32.2%,32.2%,46.9%,56.9%,43.5%,35.0%,51.6%,53.3%,16.6%,23.9%,45.3%,45
