Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,4,2,2,50.0%,4-5,44.4%,39-46,45.9%,0-1,0.0%,4,69.0%,23.8%,3.3%,5.5%,56.0%,66.2%,46.3%,57.5%,37.5%,47.7%,0.88
Grass,9,5,4,55.6%,11-12,47.8%,106-112,48.6%,0-1,0.0%,9,74.3%,23.1%,5.5%,3.6%,57.3%,68.3%,50.0%,60.5%,35.5%,48.4%,0.90
Grand Slams,2,1,1,50.0%,3-3,50.0%,24-26,48.0%,0-0,-,2,72.0%,24.0%,6.4%,1.7%,60.7%,67.6%,45.6%,59.0%,32.9%,47.3%,0.80
Other Tours,11,6,5,54.5%,12-14,46.2%,121-132,47.8%,0-2,0.0%,11,73.0%,23.2%,4.5%,4.6%,56.2%,67.8%,49.6%,59.8%,36.7%,48.4%,0.91
Best of 5,2,1,1,50.0%,3-3,50.0%,24-26,48.0%,0-0,-,2,72.0%,24.0%,6.4%,1.7%,60.7%,67.6%,45.6%,59.0%,32.9%,47.3%,0.80
Best of 3,11,6,5,54.5%,12-14,46.2%,121-132,47.8%,0-2,0.0%,11,73.0%,23.2%,4.5%,4.6%,56.2%,67.8%,49.6%,59.8%,36.7%,48.4%,0.91
Quarter-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,55.6%,0.0%,3.2%,1.6%,61.9%,56.4%,41.7%,50.8%,15.8%,37.6%,0.32
vs Righties,11,7,4,63.6%,15-13,53.6%,129-132,49.4%,0-1,0.0%,11,74.0%,24.8%,5.1%,3.6%,57.2%,68.7%,48.9%,60.2%,36.9%,49.0%,0.93
vs Lefties,2,0,2,0.0%,0-4,0.0%,16-26,38.1%,0-1,0.0%,2,65.0%,14.3%,3.4%,7.6%,55.5%,60.6%,49.1%,55.5%,31.0%,42.9%,0.69
vs Top 10,1,0,1,0.0%,0-3,0.0%,5-18,21.7%,0-0,-,1,45.5%,0.0%,5.5%,3.3%,64.8%,57.6%,28.1%,47.3%,15.5%,34.9%,0.29
