Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,240,121,119,50.4%,331-316,51.2%,3184-3149,50.3%,52-51,50.5%,223,78.3%,22.8%,5.6%,3.6%,59.9%,71.6%,51.0%,63.3%,37.5%,50.4%,1.02
Clay,57,19,38,33.3%,55-92,37.4%,665-757,46.8%,7-16,30.4%,54,70.8%,24.1%,3.6%,3.2%,63.1%,64.9%,49.1%,59.1%,38.4%,48.7%,0.94
Grass,49,21,28,42.9%,61-73,45.5%,643-685,48.4%,13-12,52.0%,49,78.7%,18.5%,6.1%,4.5%,59.7%,71.8%,51.7%,63.7%,34.9%,49.2%,0.96
Grand Slams,66,33,33,50.0%,118-117,50.2%,1135-1154,49.6%,22-17,56.4%,65,76.9%,22.4%,5.2%,4.4%,59.4%,70.2%,50.6%,62.2%,37.1%,49.7%,0.98
Masters,63,22,41,34.9%,61-94,39.4%,713-793,47.3%,8-15,34.8%,63,75.1%,20.9%,4.9%,3.8%,61.0%,69.3%,49.3%,61.5%,36.8%,49.1%,0.96
Other Tours,181,92,89,50.8%,221-207,51.6%,2127-2078,50.6%,34-39,46.6%,179,78.4%,23.2%,5.5%,3.3%,60.4%,71.1%,51.6%,63.4%,37.6%,50.4%,1.03
Best of 5,81,37,44,45.7%,140-154,47.6%,1405-1468,48.9%,26-23,53.1%,69,76.5%,21.9%,5.2%,4.3%,59.7%,70.0%,50.4%,62.1%,36.9%,49.6%,0.97
Best of 3,265,124,141,46.8%,307-327,48.4%,3087-3123,49.7%,46-56,45.1%,257,77.5%,22.5%,5.4%,3.4%,60.7%,70.6%,50.9%,62.9%,37.4%,50.1%,1.01
Finals,4,2,2,50.0%,5-4,55.6%,48-42,53.3%,0-2,0.0%,3,88.2%,29.4%,5.0%,2.8%,63.8%,74.8%,57.0%,68.3%,39.9%,54.3%,1.26
Semi-finals,14,4,10,28.6%,13-22,37.1%,151-181,45.5%,3-1,75.0%,13,73.6%,15.6%,3.8%,2.7%,60.9%,68.4%,49.6%,61.0%,33.2%,47.3%,0.85
Quarter-finals,25,15,10,60.0%,35-28,55.6%,319-313,50.5%,7-5,58.3%,25,80.6%,20.0%,4.4%,3.0%,61.1%,70.9%,50.7%,63.0%,36.2%,49.9%,0.98
vs Righties,292,136,156,46.6%,376-405,48.1%,3769-3858,49.4%,61-63,49.2%,276,76.9%,22.7%,5.1%,3.6%,60.3%,70.1%,50.9%,62.5%,37.2%,49.9%,0.99
vs Lefties,54,25,29,46.3%,71-76,48.3%,723-733,49.7%,11-16,40.7%,50,78.6%,20.7%,6.4%,4.0%,61.0%,72.1%,50.0%,63.5%,37.2%,50.2%,1.02
vs Top 10,38,6,32,15.8%,20-78,20.4%,380-566,40.2%,3-13,18.8%,38,69.1%,12.6%,3.8%,3.8%,60.0%,65.9%,46.2%,58.0%,30.6%,45.2%,0.73
