Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,23,10,13,43.5%,28-26,51.9%,274-255,51.8%,2-5,28.6%,23,74.9%,29.7%,5.1%,5.7%,56.8%,69.9%,49.6%,61.2%,40.4%,50.8%,1.04,QF (2x)
2024,10,6,4,60.0%,14-11,56.0%,134-126,51.5%,4-2,66.7%,10,82.0%,19.8%,7.8%,3.3%,56.5%,76.3%,49.9%,64.8%,37.6%,50.8%,1.07,QF (2x)
2023,2,1,1,50.0%,2-2,50.0%,19-21,47.5%,0-0,-,2,85.0%,10.0%,9.1%,7.4%,53.7%,78.5%,55.4%,67.8%,30.8%,49.4%,0.96,R16 (Surbiton)
2022,5,5,0,100.0%,10-0,100.0%,64-40,61.5%,1-0,100.0%,5,92.2%,30.8%,5.7%,3.9%,59.0%,76.1%,56.9%,68.3%,40.4%,54.6%,1.27,W (Nottingham)
2021,3,2,1,66.7%,5-3,62.5%,46-43,51.7%,4-0,100.0%,3,81.0%,18.6%,10.1%,2.4%,62.7%,70.6%,57.0%,65.5%,36.4%,51.2%,1.05,QF (Nottingham 1)
2019,23,20,3,87.0%,41-13,75.9%,298-229,56.5%,7-2,77.8%,23,81.9%,30.5%,4.5%,2.2%,67.5%,72.6%,49.6%,65.1%,41.7%,53.1%,1.20,W (2x)
2018,27,16,11,59.3%,34-25,57.6%,318-292,52.1%,7-7,50.0%,27,83.3%,20.9%,5.3%,4.6%,60.8%,71.3%,53.2%,64.2%,36.9%,50.6%,1.03,W (Vancouver)
2017,3,2,1,66.7%,5-0,100.0%,31-16,66.0%,1-0,100.0%,3,88.9%,40.0%,7.6%,0.6%,62.0%,72.6%,60.0%,67.8%,45.7%,57.5%,1.42,QF (Surbiton)
2016,38,27,11,71.1%,58-28,67.4%,464-355,56.7%,6-5,54.5%,38,84.4%,28.1%,6.6%,4.0%,62.1%,74.2%,50.8%,65.3%,40.4%,52.9%,1.16,W (3x)
2015,14,10,4,71.4%,22-13,62.9%,184-152,54.8%,3-2,60.0%,14,79.6%,29.3%,9.0%,6.3%,59.3%,74.9%,50.1%,64.8%,41.8%,52.6%,1.19,W (Knoxville)
2014,7,2,5,28.6%,6-11,35.3%,76-96,44.2%,0-1,0.0%,7,68.2%,20.9%,6.5%,5.3%,58.9%,64.5%,50.9%,58.9%,37.6%,48.0%,0.92,R16 (2x)
2013,20,12,8,60.0%,29-21,58.0%,253-221,53.4%,4-3,57.1%,20,76.4%,30.3%,5.0%,7.3%,59.6%,71.1%,46.5%,61.1%,41.4%,51.4%,1.07,F (2x)
2012,5,2,3,40.0%,4-7,36.4%,48-59,44.9%,0-2,0.0%,5,75.0%,17.0%,4.7%,4.4%,64.5%,65.5%,48.2%,59.3%,36.7%,48.1%,0.90,R16 (2x)
2011,13,5,8,38.5%,12-18,40.0%,120-148,44.8%,1-2,33.3%,13,66.9%,23.7%,6.2%,4.2%,63.5%,65.6%,44.2%,57.8%,38.0%,48.1%,0.90,SF (Bath)
2010,3,0,3,0.0%,1-6,14.3%,25-40,38.5%,0-0,-,3,63.6%,12.5%,8.7%,6.8%,65.2%,63.7%,38.9%,55.1%,33.5%,44.0%,0.75,R32 (3x)
2009,20,12,8,60.0%,28-19,59.6%,225-211,51.6%,3-2,60.0%,0,,,,,,,,,,,,W (Jersey)
2008,1,0,1,0.0%,1-2,33.3%,17-19,47.2%,1-1,50.0%,0,,,,,,,,,,,,R32 (Jersey)
2007,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2006,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (Shrewsbury)
Career,220,132,88,60.0%,300-211,58.7%,2613-2360,52.5%,44-35,55.7%,196,79.4%,26.3%,6.1%,4.6%,61.1%,71.6%,50.1%,63.2%,39.6%,51.3%,1.08,
