Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,2,0,2,0.0%,0-4,0.0%,14-25,35.9%,0-0,-,2,50.0%,21.1%,2.8%,10.5%,64.3%,60.9%,33.3%,51.0%,34.2%,43.7%,0.70
Clay,14,1,13,7.1%,7-27,20.6%,126-194,39.4%,2-2,50.0%,14,63.3%,15.1%,2.7%,4.0%,61.7%,62.2%,45.9%,55.9%,33.3%,44.8%,0.76
Grass,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,90.9%,0.0%,6.5%,3.9%,57.1%,75.0%,48.5%,63.6%,21.9%,44.7%,0.60
Grand Slams,2,0,2,0.0%,2-6,25.0%,29-45,39.2%,1-0,100.0%,2,61.1%,16.2%,4.8%,5.2%,60.7%,65.5%,40.0%,55.5%,34.9%,45.1%,0.78
Other Tours,15,1,14,6.7%,5-27,15.6%,121-187,39.3%,1-3,25.0%,15,64.1%,14.5%,2.5%,4.6%,61.9%,62.1%,45.8%,55.9%,32.2%,44.6%,0.73
Best of 5,2,0,2,0.0%,2-6,25.0%,29-45,39.2%,1-0,100.0%,2,61.1%,16.2%,4.8%,5.2%,60.7%,65.5%,40.0%,55.5%,34.9%,45.1%,0.78
Best of 3,15,1,14,6.7%,5-27,15.6%,121-187,39.3%,1-3,25.0%,15,64.1%,14.5%,2.5%,4.6%,61.9%,62.1%,45.8%,55.9%,32.2%,44.6%,0.73
vs Righties,16,1,15,6.3%,7-31,18.4%,146-220,39.9%,2-3,40.0%,16,64.6%,14.9%,2.9%,4.7%,61.4%,63.5%,45.0%,56.4%,32.9%,45.0%,0.75
vs Lefties,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,4.3%,6.4%,70.2%,45.5%,35.7%,42.6%,28.6%,36.0%,0.50
vs Top 10,2,0,2,0.0%,0-5,0.0%,11-30,26.8%,0-0,-,2,45.0%,9.5%,4.9%,3.3%,69.7%,50.6%,40.5%,47.5%,27.8%,38.0%,0.53
