Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2022-07-11),1118,6,,,,,,,,,,,,
2020,357,117,,,,,,,,,414,108,,
2019,295,137,274,1451,,,233,1441,237,1373,318,156,,
2018,227,221,217,1506,261,1384,178,1496,,,351,92,,
2018,227,221,217,1506,261,1384,178,1496,,,351,92,,
2017,271,189,,,,,,,,,217,295,,
2016,440,92,305,1329,299,1292,282,1331,235,1333,147,512,,
2015,137,431,163,1573,201,1456,133,1563,159,1488,223,312,,
2014,142,377,171,1570,194,1479,141,1563,154,1475,211,362,,
2013,124,454,120,1647,169,1517,94,1634,,,313,197,,
2012,194,245,202,1526,206,1464,173,1515,,,233,288,,
2011,277,170,277,1396,246,1393,265,1367,,,449,121,,
2010,314,141,,,,,,,,,718,48,,
2009,738,20,,,,,,,,,806,36,,
2008,1248,4,,,,,,,,,1262,12,,
