Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Metz R16,L vs Basilashvili,55.0%,39.4%,8.3%,3/2,2.56,1.9%,45.7%,31.3%,8.6%,2.48,3.2%,81.0%,47.1%,9.5%,2.65,0.0%
2019 Sofia R16,L vs Fucsovics,69.5%,52.1%,3.8%,4/0,2.42,6.0%,56.9%,48.3%,2.0%,2.38,10.3%,89.8%,54.5%,6.1%,2.46,0.0%
2017 Alphen Aan Den Rijn CH R32,W vs Maamoun,80.4%,64.9%,2.2%,1/0,1.96,2.5%,83.9%,57.7%,3.2%,2.07,4.3%,84.6%,81.8%,0.0%,1.82,0.0%
Career (3 matches),,67.8%,52.4%,4.7%,80.0%,2.36,4.1%,60.7%,47.9%,4.3%,2.34,7.1%,86.7%,56.9%,6.0%,2.38,0.0%
