Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Sep-2019,Nur-Sultan CH,Hard,F,130,378,Illya Marchenko [UKR] d. (5) Maden,4-6 6-4 6-3,0.91,2.4%,8.3%,54.8%,71.7%,36.8%,6/11,2:11
18-Mar-2019,Lille CH,Hard,F,108,120,(3) Gregoire Barrere [FRA] d. (2) Maden,6-2 4-6 6-4,1.12,1.4%,0.0%,60.6%,67.4%,53.6%,3/8,1:46
11-Mar-2019,Drummondville CH,Hard,F,119,95,(1) Ricardas Berankis [LTU] d. (2) Maden,6-3 7-5,0.78,1.5%,1.5%,56.1%,64.9%,27.6%,3/8,1:36
05-Nov-2018,Mouilleron-Le-Captif CH,Hard,F,126,130,(7) Elias Ymer [SWE] d. (6) Maden,6-3 7-6(5),0.79,0.0%,0.0%,70.5%,56.4%,52.2%,6/9,1:48
16-Jul-2018,Scheveningen CH,Clay,F,132,290,(WC) Thiemo De Bakker [NED] d. (1) Maden,6-2 6-1,0.67,1.8%,1.8%,60.0%,45.5%,54.5%,7/11,1:09
06-Nov-2017,Mouilleron-Le-Captif CH,Hard,F,167,183,Elias Ymer [SWE] d. Maden,7-5 6-4,0.66,0.0%,1.4%,67.1%,55.1%,50.0%,2/6,1:35
24-Jul-2017,Prague CH,Clay,F,197,215,(4) Andrej Martin [SVK] d. Maden,7-6(3) 6-3,0.85,0.0%,5.4%,71.6%,64.2%,23.8%,3/8,1:42
29-May-2017,Italy F15,Clay,F,227,353,(2) Maden d. Gianni Mina [FRA],6-4 4-6 6-1,,,,,,,,
10-Apr-2017,Italy F8,Clay,F,256,381,(2) Maden d. (7) Andrea Collarini [ARG],2-6 6-1 6-3,,,,,,,,
27-Mar-2017,Spain F9,Clay,F,263,260,(3) Stefano Travaglia [ITA] d. (4) Maden,6-1 6-2,,,,,,,,
