Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,3,1,2,33.3%,4,3,1,75.0%,2019,2020,Q2,3,0.85,3.9%,2.6%,62.0%,63.9%,53.8%,60.1%,33.8%,56.5%,27.8%
Roland Garros,4,Clay,10,6,4,60.0%,2,2,0,100.0%,2018,2021,R64,9,1.04,1.5%,2.1%,68.0%,64.7%,46.1%,58.8%,42.8%,53.9%,45.6%
Wimbledon,4,Grass,7,3,4,42.9%,3,1,2,33.3%,2017,2021,R128,3,0.72,2.3%,4.3%,61.3%,62.4%,53.5%,59.0%,29.5%,60.7%,33.3%
US Open,4,Hard,7,3,4,42.9%,2,1,1,50.0%,2017,2021,R128,5,1.00,4.0%,3.5%,60.0%,68.5%,47.8%,60.2%,39.7%,66.7%,53.6%
Indian Wells Masters,2,Hard,2,0,2,0.0%,0,0,0,-,2019,2022,Q1,2,0.89,5.3%,2.6%,61.4%,68.6%,43.2%,58.8%,36.5%,56.3%,33.3%
Metz,4,Hard,14,8,6,57.1%,8,4,4,50.0%,2017,2021,QF,14,1.04,3.9%,1.4%,64.6%,70.0%,50.4%,63.1%,38.5%,61.9%,46.7%
Halle,2,Grass,3,1,2,33.3%,0,0,0,-,2018,2021,Q2,3,0.89,4.7%,1.9%,58.7%,61.6%,43.2%,54.0%,41.1%,64.5%,38.1%
Antwerp,3,Hard,7,4,3,57.1%,1,0,1,0.0%,2016,2019,R32,7,1.10,5.6%,2.2%,59.3%,67.6%,49.7%,60.3%,43.6%,53.3%,40.0%
Munich,3,Clay,6,3,3,50.0%,1,1,0,100.0%,2017,2019,R16,6,1.05,2.5%,1.6%,65.0%,63.3%,56.3%,60.9%,40.9%,54.8%,45.7%
Budapest,2,Clay,8,5,3,62.5%,0,0,0,-,2018,2019,QF,8,1.10,1.3%,1.7%,66.3%,62.4%,54.5%,59.8%,44.4%,61.7%,45.7%
