Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,15,5,10,33.3%,14-25,35.9%,190-213,47.1%,2-9,18.2%,15,74.7%,21.7%,3.1%,1.9%,62.0%,65.6%,50.5%,59.9%,36.7%,48.5%,0.91
Clay,9,4,5,44.4%,12-13,48.0%,114-117,49.4%,2-0,100.0%,9,66.7%,31.3%,1.6%,1.3%,67.2%,60.0%,52.8%,57.7%,41.5%,49.6%,0.98
Grass,2,0,2,0.0%,0-5,0.0%,18-32,36.0%,0-1,0.0%,2,73.1%,0.0%,2.9%,4.0%,63.2%,63.6%,51.6%,59.2%,23.4%,43.4%,0.57
Grand Slams,4,1,3,25.0%,3-9,25.0%,53-72,42.4%,1-2,33.3%,4,66.1%,19.7%,1.4%,1.9%,65.9%,61.8%,43.4%,55.5%,35.6%,46.2%,0.80
Other Tours,22,8,14,36.4%,23-34,40.4%,269-290,48.1%,3-8,27.3%,22,73.2%,24.3%,2.9%,1.9%,63.3%,63.9%,53.0%,59.9%,37.9%,49.0%,0.95
Best of 5,4,1,3,25.0%,3-9,25.0%,53-72,42.4%,1-2,33.3%,4,66.1%,19.7%,1.4%,1.9%,65.9%,61.8%,43.4%,55.5%,35.6%,46.2%,0.80
Best of 3,22,8,14,36.4%,23-34,40.4%,269-290,48.1%,3-8,27.3%,22,73.2%,24.3%,2.9%,1.9%,63.3%,63.9%,53.0%,59.9%,37.9%,49.0%,0.95
Quarter-finals,2,0,2,0.0%,2-4,33.3%,24-28,46.2%,0-0,-,2,60.0%,33.3%,1.8%,1.2%,69.8%,58.5%,45.1%,54.4%,40.9%,48.0%,0.90
vs Righties,20,5,15,25.0%,18-36,33.3%,243-289,45.7%,3-7,30.0%,20,69.2%,23.2%,2.6%,2.1%,64.0%,62.4%,49.7%,57.8%,37.7%,48.0%,0.89
vs Lefties,6,4,2,66.7%,8-7,53.3%,79-73,52.0%,1-3,25.0%,6,81.1%,24.3%,2.7%,1.1%,63.0%,67.8%,57.1%,63.8%,36.9%,50.3%,1.02
vs Top 10,2,0,2,0.0%,0-6,0.0%,20-38,34.5%,0-1,0.0%,2,65.5%,6.9%,1.6%,3.2%,64.2%,63.3%,40.3%,55.1%,26.3%,41.8%,0.58
