Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),625,57,,,,,,,,,,,,
2025,644,54,,,,,,,,,,,,
2024,632,50,260,1493,234,1476,225,1462,,,,,,
2023,216,291,193,1549,208,1481,160,1540,,,,,,
2022,275,188,169,1600,233,1460,121,1604,165,1469,,,,
2021,460,80,,,,,,,,,,,,
2020,570,50,,,,,,,,,1034,22,,
2019,532,50,,,,,,,,,1011,22,,
2018,311,98,221,1513,230,1447,223,1462,,,,,,
2017,847,18,,,,,,,,,,,,
2016,987,12,,,,,,,,,,,,
2015,1429,3,,,,,,,,,,,,
