Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 US Open Q1,L vs Atmane,25.2%,43.0%,52.2%,33.1%,32.2%,52.5%,55.0%,46.4%,59.4%,70.4%,50.0%,22.9%,42.9%,48.1%,65
2019 Budapest R32,L vs Sinner,18.3%,19.5%,42.6%,19.8%,26.9%,26.9%,28.9%,29.2%,47.8%,75.9%,83.3%,4.2%,8.3%,65.2%,-80
Career (2 matches),,22.2%,32.8%,47.7%,27.3%,29.7%,40.5%,42.3%,38.4%,54.5%,73.2%,70.0%,15.3%,28.8%,56.0%,11
