Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 US Open Q1,L vs Atmane,26,36,0.7,13.5%,18.7%,19,23,0.8,12.5%,15.1%,9.9%,2.6%,1.6,19.7%,12.4%
2019 Budapest R32,L vs Sinner,19,35,0.5,12.8%,23.5%,17,30,0.6,12.2%,21.6%,5.8%,6.5%,0.7,14.1%,20.8%
Career (2 matches),,45,71,0.6,13.2%,20.8%,36,53,0.7,12.4%,18.2%,7.9%,4.5%,1.1,17.3%,16.1%
