Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 W35 Kyoto F,W vs Fiquet,50% (5/10),60% (3/5),1/1,40% (4/10),75% (3/4),3/3,1/1,0/0,1/1,0/0
2019 W25 Hong Kong R16,W vs Nefedova,40% (4/10),100% (4/4),0/0,18% (2/11),50% (1/2),3/3,1/2,0/0,0/0,0/0
2019 W60 Fukuoka R16,L vs Bektas,44% (4/9),50% (2/4),1/4,60% (6/10),17% (1/6),1/2,0/0,3/4,0/0,0/1
2019 W60 Fukuoka R32,W vs Mcphee,36% (5/14),100% (5/5),1/4,50% (7/14),43% (3/7),3/5,2/2,0/0,1/1,0/0
2019 W80 Gifu R32,L vs Yuan,33% (3/9),67% (2/3),1/4,56% (5/9),0% (0/5),1/2,0/1,0/1,0/0,0/1
2019 W25 Hong Kong SF,L vs Inglis,40% (6/15),100% (6/6),3/6,67% (10/15),20% (2/10),3/6,1/1,2/4,0/0,2/3
2019 W25 Hong Kong QF,W vs Hontama,89% (8/9),88% (7/8),3/4,44% (4/9),0% (0/4),3/5,0/0,0/0,0/0,0/0
2019 W25 Hong Kong R16,W vs Siedliska,62% (8/13),100% (8/8),1/3,31% (4/13),0% (0/4),6/8,2/2,2/3,1/1,0/0
2019 W25 Kashiwa R32,L vs Hibi,13% (1/8),100% (1/1),0/5,75% (6/8),17% (1/6),0/1,0/0,0/0,0/0,0/0
2019 W25 Kofu SF,L vs Salden,38% (3/8),67% (2/3),2/5,88% (7/8),14% (1/7),1/2,0/0,1/2,0/0,1/1
2019 W25 Kofu QF,W vs Han,75% (12/16),100% (12/12),5/9,67% (10/15),0% (0/10),4/10,0/1,0/1,0/0,0/0
2019 W25 Kofu R16,W vs Bektas,54% (7/13),100% (7/7),1/4,33% (4/12),0% (0/4),3/6,1/2,1/1,0/0,0/0
2019 W25 Kofu QF,L vs Gatto Monticone,70% (7/10),71% (5/7),2/6,70% (7/10),0% (0/7),2/5,0/1,2/2,0/0,1/1
2019 W25 Kofu R16,W vs Raina,45% (5/11),100% (5/5),1/4,64% (7/11),43% (3/7),2/4,0/2,1/1,0/1,0/0
2019 W25 Kofu R32,W vs Morgina,70% (7/10),100% (7/7),2/4,40% (4/10),0% (0/4),3/5,0/0,1/1,0/0,0/0
2019 W25 Nishi Tama R16,L vs Lopatetskaya,44% (4/9),75% (3/4),2/5,70% (7/10),0% (0/7),1/3,0/1,0/2,0/0,0/1
2019 W25 Nishi Tama R32,W vs Imanishi,64% (7/11),86% (6/7),2/3,36% (4/11),25% (1/4),2/4,0/0,0/0,0/0,0/0
2019 W60 Kyoto R16,L vs Zhang,11% (1/9),0% (0/1),0/3,44% (4/9),25% (1/4),0/0,0/0,2/2,0/0,1/1
2019 W25 Hong Kong R16,L vs Lopatetskaya,56% (5/9),80% (4/5),2/6,78% (7/9),0% (0/7),2/4,0/0,0/1,0/0,0/1
2019 W25 Hong Kong R32,W vs Kaji,86% (6/7),83% (5/6),0/1,13% (1/8),0% (0/1),4/5,2/3,0/0,1/1,0/0
2024 (1 matches),,50.0%,60.0%,100.0%,40.0%,75.0%,100.0%,100.0%,-,100.0%,-
2019 (20 matches),,51.2%,86.1%,35.7%,53.1%,15.0%,54.9%,50.0%,61.5%,75.0%,50.0%
2018 (1 matches),,22.2%,50.0%,0.0%,66.7%,33.3%,100.0%,0.0%,0.0%,-,0.0%
2017 (17 matches),,53.4%,72.0%,40.3%,61.1%,19.6%,56.1%,60.0%,50.0%,80.0%,0.0%
2016 (3 matches),,55.0%,72.7%,16.7%,70.0%,7.1%,66.7%,-,50.0%,-,0.0%
Career (49 matches),,51.0%,77.7%,35.0%,57.6%,17.8%,56.0%,57.6%,56.6%,83.3%,33.3%
