Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Tennys Sandgren [USA],2,5,28.6%,5,0,5,0.0%,2012,2023,5,0.99,6.3%,3.2%,60.1%,71.3%,43.3%,60.1%,39.7%,66.7%,45.7%
5,Peter Polansky [CAN],1,4,20.0%,1,0,1,0.0%,2017,2019,5,0.87,8.6%,3.4%,62.2%,63.9%,46.3%,57.2%,37.1%,55.3%,31.4%
4,Jason Jung [TPE],2,2,50.0%,3,2,1,66.7%,2019,2021,4,1.01,12.2%,3.5%,61.4%,68.6%,52.5%,62.4%,38.1%,51.7%,37.9%
4,Tim Smyczek [USA],1,3,25.0%,0,0,0,-,2013,2019,4,0.97,2.9%,4.8%,55.5%,64.0%,47.8%,56.8%,42.0%,50.0%,40.5%
4,Edward Corrie [GBR],2,2,50.0%,2,1,1,50.0%,2013,2018,2,0.96,5.9%,2.4%,61.8%,64.8%,56.9%,61.8%,36.5%,65.0%,33.3%
3,Thai Son Kwiatkowski [USA],2,1,66.7%,2,1,1,50.0%,2011,2023,2,0.91,3.4%,1.7%,59.1%,62.5%,50.0%,57.4%,39.0%,46.7%,50.0%
3,Steve Johnson [USA],1,2,33.3%,1,1,0,100.0%,2013,2023,3,0.78,9.5%,7.0%,51.9%,68.3%,48.7%,58.9%,32.0%,55.0%,30.0%
3,Zachary Svajda [USA],1,2,33.3%,2,0,2,0.0%,2021,2023,3,0.99,6.6%,1.9%,63.8%,70.6%,44.2%,61.0%,38.7%,55.6%,46.7%
3,Ryan Peniston [GBR],1,2,33.3%,0,0,0,-,2017,2023,2,0.58,1.1%,2.2%,67.7%,42.9%,40.0%,41.9%,33.7%,26.7%,50.0%
3,Ernests Gulbis [LAT],1,2,33.3%,1,1,0,100.0%,2013,2023,3,0.90,3.5%,4.7%,65.5%,63.3%,51.7%,59.3%,36.6%,57.7%,36.8%
3,Jack Sock [USA],1,2,33.3%,1,1,0,100.0%,2021,2022,3,0.90,2.6%,5.7%,58.9%,66.4%,51.9%,60.4%,35.8%,57.1%,38.5%
3,Mitchell Krueger [USA],2,1,66.7%,1,1,0,100.0%,2021,2022,2,1.12,11.6%,4.1%,57.0%,71.0%,55.8%,64.5%,39.8%,66.7%,30.8%
3,Mikael Torpegaard [DEN],2,1,66.7%,0,0,0,-,2019,2022,3,0.89,4.4%,11.7%,56.1%,73.3%,38.0%,57.8%,37.5%,68.2%,56.3%
3,Brayden Schnur [CAN],1,2,33.3%,4,2,2,50.0%,2018,2021,2,0.93,4.5%,2.8%,63.7%,66.7%,53.8%,62.0%,35.4%,56.3%,35.7%
3,Juan Ignacio Londero [ARG],2,1,66.7%,1,1,0,100.0%,2018,2021,3,1.05,10.4%,6.5%,57.2%,73.0%,44.2%,60.7%,41.3%,52.9%,42.1%
