Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 Wimbledon R16,L vs Williams,88.9,93.4,3.6,95.7,89.4,99,84,81.2,3.4,84.0,79.0,89,75
2019 Wimbledon R128,W vs Stosur,90.2,92.8,4.0,95.0,89.4,102,85,80.1,4.1,83.0,84.0,85,73
2018 US Open QF,L vs Keys,86.7,94.9,4.0,96.4,90.3,101,87,79.4,3.8,82.0,78.3,85,70
2018 US Open R16,W vs Sharapova,92.1,98.0,3.5,98.9,97.7,102,88,78.6,2.7,,75.0,82,73
2018 US Open R32,W vs Garcia,90.9,95.3,5.6,97.9,90.5,103,80,77.2,3.4,78.0,,84,72
2018 US Open R64,W vs Mladenovic,87.0,92.7,5.5,95.9,87.9,102,80,77.1,5.4,80.4,73.7,99,69
2018 Wimbledon R32,L vs Bencic,92.2,96.3,4.9,98.7,93.6,103,75,85.8,3.0,88.0,,94,77
2017 Wimbledon R128,W vs Bouchard,90.4,93.5,4.7,96.2,87.8,101,78,81.1,6.1,77.0,,89,61
2017 Roland Garros R16,L vs Halep,90.0,93.6,2.3,93.0,,97,87,77.2,2.9,78.0,,81,74
2017 Roland Garros R32,W vs Vesnina,89.3,93.2,3.7,,,100,85,79.4,3.8,,,85,72
2017 Roland Garros R64,W vs Cirstea,89.3,93.5,2.9,,,99,85,80.9,4.6,,,86,69
2016 Wimbledon R16,L vs Williams,91.3,94.4,4.6,95.0,88.7,101,81,84.6,2.9,,,90,78
2016 Wimbledon R128,W vs Zhang,92.3,94.9,4.0,95.4,92.1,102,84,85.4,2.5,,88.0,88,79
2016 Roland Garros R32,W vs Cibulkova,88.2,90.9,5.5,,,100,77,80.8,5.4,,,97,70
2016 Roland Garros R64,W vs Wang,86.5,90.1,6.5,,,100,70,81.1,4.9,,,87,69
2016 Roland Garros R128,W vs Siniakova,87.3,90.8,4.0,,,98,80,81.2,4.2,,,87,74
2016 Australian Open QF,L vs Radwanska,89.3,93.4,4.2,,,101,85,80.1,3.1,,,86,75
2016 Australian Open R16,W vs Saville,89.8,94.8,3.6,,,101,85,80.5,3.6,,,86,75
2016 Australian Open R32,W vs Kulichkova,92.9,96.0,3.6,,,103,87,80.7,5.4,,,88,70
2016 Australian Open R64,W vs Sakkari,88.7,93.5,5.3,,,102,80,78.9,3.2,,,83,73
Career (51 matches),,88.5,93.5,4.2,96.7,90.3,108,70,81.1,3.7,81.0,78.1,99,61
