Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 BJK Cup Finals RR,L vs Kuzmova,57.9%,40.9%,7.9%,1/5,2.45,14.1%,61.4%,22.2%,6.8%,2.35,20.5%,63.0%,70.6%,11.1%,2.67,0.0%
2021 US Open R128,L vs Collins,39.5%,23.5%,30.2%,6/7,2.57,5.6%,35.0%,28.6%,60.0%,2.57,6.9%,50.0%,20.0%,5.0%,2.59,0.0%
2021 Olympics R32,L vs Pliskova,57.6%,35.8%,7.6%,2/5,2.71,4.3%,58.3%,25.0%,12.5%,2.53,6.1%,73.5%,48.0%,2.9%,3.13,0.0%
2021 Olympics R64,W vs Jabeur,67.3%,62.9%,7.7%,2/2,2.26,15.8%,67.9%,52.6%,14.3%,2.26,13.8%,80.0%,75.0%,0.0%,2.23,22.2%
2021 Wimbledon R128,L vs Barty,58.3%,42.9%,2.4%,1/1,2.34,42.0%,51.8%,24.1%,3.6%,2.18,37.8%,80.0%,70.0%,0.0%,2.64,50.0%
2021 Roland Garros R128,L vs Stephens,75.0%,59.5%,6.3%,5/2,2.47,1.3%,71.4%,58.3%,1.2%,2.59,2.4%,85.7%,62.5%,21.4%,2.33,0.0%
2020 Doha R32,L vs Kvitova,57.9%,40.9%,19.7%,11/4,2.84,3.6%,61.7%,48.3%,12.8%,2.60,5.6%,62.5%,26.7%,37.5%,3.28,0.0%
2020 Doha R64,W vs Zhang,83.0%,65.9%,7.5%,2/2,2.39,0.0%,83.9%,57.7%,6.5%,2.49,0.0%,90.0%,77.8%,10.0%,2.13,0.0%
2020 Australian Open R64,L vs Swiatek,68.5%,48.0%,4.1%,0/3,2.55,5.8%,72.0%,52.8%,0.0%,2.51,8.1%,73.7%,35.7%,15.8%,2.66,0.0%
2020 Australian Open R128,W vs Sabalenka,68.0%,60.6%,8.2%,1/7,2.67,12.5%,68.3%,61.0%,3.3%,2.71,20.9%,80.6%,60.0%,19.4%,2.61,0.0%
2019 San Jose QF,L vs Sabalenka,60.7%,55.6%,13.5%,6/6,2.57,3.1%,57.5%,56.5%,10.0%,2.55,5.0%,79.5%,54.8%,20.5%,2.61,0.0%
2019 Wimbledon R16,L vs Williams,75.0%,42.4%,13.6%,2/4,2.29,2.2%,74.1%,30.0%,11.1%,2.33,3.4%,81.3%,61.5%,18.8%,2.22,0.0%
2019 Wimbledon R32,W vs Davis,91.5%,60.5%,4.3%,2/0,2.10,36.2%,96.3%,53.8%,7.4%,2.08,53.1%,94.4%,70.6%,0.0%,2.14,0.0%
2019 Roland Garros R32,L vs Vondrousova,82.4%,41.1%,5.9%,2/2,2.19,19.4%,87.5%,38.1%,6.3%,2.19,26.7%,93.3%,50.0%,6.7%,2.18,0.0%
2019 Rome R16,L vs Bertens,69.6%,45.8%,8.7%,5/1,2.17,0.0%,59.4%,52.6%,6.3%,2.26,0.0%,96.7%,41.4%,13.3%,1.95,0.0%
2019 Madrid R64,W vs Sakkari,81.5%,68.2%,1.9%,0/1,2.36,10.6%,82.4%,67.9%,0.0%,2.45,17.2%,94.1%,68.8%,5.9%,2.21,0.0%
2019 Lugano R32,L vs Hercog,67.0%,50.8%,1.1%,1/0,2.02,18.2%,67.2%,41.0%,0.0%,2.08,27.1%,73.3%,68.2%,3.3%,1.92,3.4%
2019 Dubai QF,L vs Svitolina,78.0%,43.5%,0.0%,0/0,2.57,8.0%,76.7%,34.8%,0.0%,2.44,12.1%,85.2%,52.2%,0.0%,2.84,0.0%
2019 Dubai R16,W vs Mladenovic,80.5%,63.6%,9.8%,6/2,2.16,0.0%,75.4%,55.8%,3.5%,2.32,0.0%,92.0%,78.3%,24.0%,1.93,0.0%
2019 Doha R16,L vs Bertens,65.7%,43.2%,4.5%,3/0,2.44,9.8%,68.3%,50.0%,0.0%,2.49,16.1%,76.2%,31.3%,14.3%,2.38,0.0%
Career (70 matches),,74.9%,49.7%,6.6%,54.5%,2.45,6.0%,75.3%,46.7%,4.5%,2.42,8.0%,85.1%,54.9%,11.8%,2.54,1.8%
