Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,37,24,13,64.9%,7,5,2,71.4%,2008,2020,QF,30,0.99,1.3%,3.0%,67.2%,60.9%,46.1%,56.0%,43.6%,55.6%,45.7%
Roland Garros,12,Clay,41,29,12,70.7%,5,1,4,20.0%,2008,2021,QF,30,1.15,1.2%,1.9%,66.7%,61.5%,50.4%,57.8%,48.4%,51.6%,48.7%
Wimbledon,12,Grass,29,17,12,58.6%,9,4,5,44.4%,2008,2021,R16,26,1.00,1.6%,2.8%,67.9%,62.5%,47.2%,57.6%,42.3%,53.0%,50.6%
US Open,14,Hard,36,22,14,61.1%,4,3,1,75.0%,2007,2021,QF,31,1.06,2.2%,3.1%,66.0%,62.8%,49.1%,58.2%,44.3%,51.6%,47.9%
Olympics,4,,8,4,4,50.0%,3,2,1,66.7%,2008,2021,R16,5,0.99,0.7%,3.2%,66.7%,63.2%,47.8%,58.1%,41.5%,55.6%,45.5%
Fed Cup,11,,25,17,8,68.0%,2,1,1,50.0%,2008,2020,,10,1.30,1.2%,2.6%,63.2%,65.8%,48.8%,59.6%,52.6%,60.7%,54.9%
Miami,10,Hard,20,10,10,50.0%,6,4,2,66.7%,2009,2019,F,20,0.98,0.8%,3.3%,69.4%,58.5%,46.0%,54.7%,44.6%,47.6%,47.2%
Cincinnati,10,Hard,16,6,10,37.5%,1,1,0,100.0%,2009,2019,QF,15,0.89,1.8%,2.8%,68.5%,57.4%,43.7%,53.1%,41.9%,49.2%,39.5%
Rome,9,Clay,24,15,9,62.5%,4,3,1,75.0%,2009,2019,F,22,1.03,0.9%,1.7%,70.2%,57.9%,44.6%,54.0%,47.6%,52.0%,46.4%
Madrid,9,Clay,24,15,9,62.5%,5,4,1,80.0%,2009,2019,QF,24,1.01,1.5%,2.3%,71.0%,60.1%,47.6%,56.5%,43.8%,54.8%,44.2%
Beijing,9,Hard,23,14,9,60.9%,4,2,2,50.0%,2009,2018,QF,19,1.06,0.3%,2.8%,66.6%,60.4%,47.6%,56.1%,46.3%,53.5%,54.7%
Indian Wells,9,Hard,21,12,9,57.1%,5,3,2,60.0%,2009,2019,QF,21,1.01,0.6%,2.8%,69.2%,58.7%,45.7%,54.7%,45.9%,54.5%,49.0%
