Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2022,907,14,,,,,,,,,,,,
2021,449,84,,,,,,,,,,,,
2020,281,185,217,1480,186,1476,196,1458,,,445,95,,
2019,319,125,264,1473,205,1490,227,1454,,,153,485,,
2018,225,222,201,1531,153,1550,180,1499,,,451,45,,
2017,113,531,93,1707,103,1647,70,1695,125,1529,405,135,,
2016,61,771,65,1768,73,1698,44,1759,92,1583,102,780,48,1719
2015,37,1105,48,1813,57,1726,31,1805,84,1602,151,500,81,1623
2014,65,753,57,1788,59,1730,43,1768,75,1610,465,125,,
2013,125,450,63,1771,88,1654,35,1797,,,80,925,53,1677
2012,33,1112,43,1837,63,1708,18,1866,60,1656,211,315,112,1531
2011,37,1060,75,1734,93,1653,43,1780,75,1613,207,315,112,1559
2010,31,1355,48,1815,57,1734,30,1822,60,1636,178,405,120,1497
2009,36,1021,41,1826,48,1736,29,1812,,,484,103,,
2008,85,508,123,1659,208,1469,63,1725,134,1507,152,385,,
2007,202,211,174,1571,235,1445,139,1571,,,300,181,,
2006,583,40,,,,,,,,,754,37,,
2005,878,12,,,,,,,,,1052,15,,
2004,1349,2,,,,,,,,,941,22,,
