Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Roland Garros R64,L vs Pouille,104.9,111.0,5.5,114.7,105.6,119,93,95.2,4.5,93.3,95.4,103,84
2017 Australian Open R128,L vs Tomic,102.0,108.0,7.1,110.0,101.7,118,92,89.9,4.5,86.0,88.0,99,81
2016 Roland Garros R128,L vs Gasquet,102.3,109.1,7.3,114.6,104.6,120,84,91.6,4.3,92.0,95.0,100,82
2015 US Open R32,L vs Murray,100.7,106.5,9.1,,,125,81,89.4,6.2,,,101,72
2015 US Open R64,W vs Nishioka,108.0,114.9,5.6,,,124,101,96.5,7.2,,,109,78
2015 Wimbledon R128,L vs Nadal,107.7,117.4,5.6,,,125,100,99.4,5.7,,,109,85
2015 Roland Garros R64,L vs Nishikori,107.5,112.4,7.7,,,124,82,95.5,5.4,,,108,84
2015 Australian Open R128,L vs Ferrer,107.1,115.4,7.1,,,126,94,97.3,6.0,,,108,82
2014 US Open R64,L vs Wawrinka,110.1,118.2,7.0,,,130,99,95.8,7.1,,,114,83
2014 Roland Garros R64,L vs Fognini,104.5,112.3,7.8,,,124,89,92.1,5.7,,,107,82
2014 Australian Open R64,L vs Tsonga,106.4,,,,,128,,,,,,,81
2012 Wimbledon R128,L vs Nadal,109.4,,,,,128,,,,,,,61
2012 Roland Garros R128,L vs Troicki,102.0,,,,,122,,,,,,,81
2012 Australian Open R64,L vs Monfils,101.1,,,,,124,,,,,,,72
2011 Roland Garros R32,L vs Gasquet,99.6,106.0,11.5,,,124,82,89.7,6.0,,,107,82
2011 Roland Garros R64,W vs Seppi,99.2,106.8,13.5,,,124,77,86.9,7.6,,,103,74
Career (16 matches),,104.6,111.7,8.0,112.5,104.1,130,77,93.7,5.9,91.0,94.6,114,61
