Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,18,8,10,44.4%,6,5,1,83.3%,2009,2019,R64,18,0.94,8.4%,4.4%,57.5%,70.7%,48.6%,61.3%,36.2%,58.4%,30.6%
Roland Garros,10,Clay,21,11,10,52.4%,7,4,3,57.1%,2008,2018,R16,18,0.99,6.2%,4.1%,58.0%,67.6%,50.7%,60.5%,39.0%,51.4%,42.9%
Wimbledon,8,Grass,12,4,8,33.3%,9,6,3,66.7%,2008,2017,R32,11,0.87,8.2%,4.1%,56.0%,71.4%,48.2%,61.2%,33.6%,59.2%,37.3%
US Open,10,Hard,19,9,10,47.4%,9,3,6,33.3%,2008,2017,R32,16,0.96,8.1%,4.6%,56.6%,71.8%,50.1%,62.4%,36.0%,63.8%,43.6%
Olympics,3,,6,3,3,50.0%,2,2,0,100.0%,2008,2016,QF,6,1.01,3.9%,4.5%,61.3%,69.4%,55.3%,63.9%,36.5%,56.4%,40.5%
Davis Cup,11,,36,21,15,58.3%,26,13,13,50.0%,2007,2017,,6,1.08,6.8%,3.1%,57.5%,75.2%,58.2%,68.0%,34.5%,63.0%,36.5%
Miami Masters,9,Hard,18,9,9,50.0%,7,3,4,42.9%,2009,2017,R16,16,1.02,8.8%,4.6%,53.3%,71.1%,54.6%,63.4%,37.5%,63.9%,42.9%
Gstaad,8,Clay,23,17,6,73.9%,12,5,7,41.7%,2009,2017,W,21,1.09,6.8%,4.7%,57.7%,74.3%,52.4%,65.0%,38.3%,65.4%,41.1%
Indian Wells Masters,8,Hard,16,8,8,50.0%,5,4,1,80.0%,2009,2017,R16,12,0.87,8.4%,4.6%,57.7%,71.1%,50.4%,62.4%,32.7%,55.9%,31.6%
Rome Masters,7,Clay,19,11,8,57.9%,6,4,2,66.7%,2009,2017,R16,17,1.03,6.0%,3.6%,60.3%,68.6%,51.9%,62.0%,39.2%,52.1%,46.7%
Madrid Masters,7,Clay,18,11,7,61.1%,12,6,6,50.0%,2010,2017,SF,18,1.12,7.4%,2.5%,61.6%,72.9%,57.6%,67.1%,36.9%,57.3%,43.7%
Barcelona,7,Clay,13,6,7,46.2%,2,1,1,50.0%,2009,2017,QF,12,1.05,4.6%,2.4%,60.1%,66.9%,50.3%,60.3%,41.6%,56.0%,39.8%
