Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Rio De Janeiro R32,L vs Baez,11% (1/9),0% (0/1),0/3,63% (5/8),40% (2/5),0/0,0/0,2/2,0/0,1/1
2019 Meerbusch CH R16,L vs Wang,13% (1/8),0% (0/1),0/4,57% (4/7),0% (0/4),0/0,0/0,2/2,0/0,1/1
2019 Francavilla Al Mare CH R32,W vs Arguello,50% (5/10),40% (2/5),0/0,30% (3/10),100% (3/3),2/2,1/1,0/0,1/1,0/0
2019 Francavilla Al Mare CH R64,W vs Setkic,63% (5/8),100% (5/5),0/0,0% (0/7),- (0/0),3/3,0/0,0/0,0/0,0/0
2019 Tunis CH SF,L vs Domingues,70% (7/10),29% (2/7),0/2,50% (5/10),20% (1/5),1/2,0/0,0/2,0/0,0/1
2019 Tunis CH QF,W vs Balazs,88% (7/8),86% (6/7),0/2,38% (3/8),33% (1/3),4/6,2/3,0/0,1/2,0/0
2019 Tunis CH R16,W vs Bemelmans,62% (8/13),75% (6/8),3/5,69% (9/13),44% (4/9),3/5,1/2,0/0,0/1,0/0
2019 Tunis CH R32,W vs Halys,46% (6/13),83% (5/6),1/4,50% (6/12),33% (2/6),2/3,0/0,1/1,0/0,0/0
2019 Tunis CH R64,W vs Masur,79% (11/14),82% (9/11),5/7,64% (9/14),11% (1/9),4/9,2/4,0/1,1/3,0/0
2019 Murcia CH R32,L vs Gutierrez Ferrol,36% (4/11),50% (2/4),0/3,40% (4/10),25% (1/4),0/2,0/1,1/1,0/0,1/1
2019 Murcia CH R64,W vs Domingues,67% (8/12),75% (6/8),0/3,38% (5/13),20% (1/5),5/6,2/3,0/1,1/1,0/0
2019 Villena CH R64,L vs Krawietz,30% (3/10),67% (2/3),2/5,50% (5/10),0% (0/5),0/2,0/0,0/0,0/0,0/0
2019 Santiago CH SF,L vs Dellien,38% (3/8),33% (1/3),1/3,63% (5/8),0% (0/5),1/1,0/0,0/2,0/0,0/1
2019 Santiago CH QF,W vs Giannessi,53% (8/15),38% (3/8),0/2,43% (6/14),67% (4/6),0/1,0/0,1/1,0/0,0/0
2019 Santiago CH R16,W vs Dutra Silva,75% (6/8),67% (4/6),0/0,13% (1/8),100% (1/1),2/2,0/0,0/0,0/0,0/0
2019 Santiago CH R32,W vs Olivo,36% (4/11),75% (3/4),0/1,27% (3/11),67% (2/3),3/3,2/2,2/2,1/1,0/0
2019 Rio de Janeiro Q1,L vs Ruud,25% (3/12),67% (2/3),0/2,33% (4/12),50% (2/4),1/2,0/2,1/1,0/0,0/0
2019 Dallas CH R16,L vs Opelka,20% (2/10),0% (0/2),0/2,40% (4/10),50% (2/4),0/0,0/0,2/2,0/0,1/1
2019 Dallas CH R32,W vs Kwiatkowski,29% (5/17),100% (5/5),1/3,29% (5/17),20% (1/5),4/5,2/2,2/3,1/1,1/1
2019 Cleveland CH R32,L vs Hiltzik,14% (2/14),50% (1/2),0/2,54% (7/13),57% (4/7),1/1,1/1,0/1,0/0,0/0
2023 (1 matches),,11.1%,0.0%,0.0%,62.5%,40.0%,-,-,100.0%,-,100.0%
2019 (22 matches),,46.1%,68.1%,27.1%,41.0%,30.6%,67.7%,60.0%,57.1%,58.3%,66.7%
2018 (45 matches),,39.8%,68.9%,25.4%,39.3%,32.9%,74.4%,76.7%,74.5%,77.8%,62.5%
2017 (35 matches),,29.7%,69.9%,19.6%,38.3%,29.2%,70.8%,75.8%,63.9%,76.9%,72.0%
2016 (46 matches),,35.1%,66.3%,19.2%,35.6%,31.1%,78.0%,83.3%,75.8%,80.0%,66.7%
Career (307 matches),,35.4%,67.2%,22.1%,36.0%,31.7%,76.9%,77.8%,72.8%,75.5%,69.1%
