Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,172,69,103,40.1%,195-264,42.5%,2197-2425,47.5%,48-48,50.0%,159,77.3%,18.2%,8.3%,4.0%,57.5%,70.9%,51.0%,62.4%,35.4%,48.9%,0.94
Clay,231,128,103,55.4%,320-277,53.6%,2961-2862,50.9%,47-46,50.5%,210,76.3%,24.8%,6.7%,4.0%,58.3%,70.2%,51.5%,62.4%,39.1%,50.5%,1.04
Grass,18,6,12,33.3%,22-37,37.3%,271-323,45.6%,9-6,60.0%,18,77.0%,14.4%,8.0%,3.4%,59.8%,70.3%,50.1%,62.2%,33.4%,47.9%,0.88
Carpet,1,0,1,0.0%,0-3,0.0%,12-18,40.0%,0-0,-,0,,,,,,,,,,,
Grand Slams,59,23,36,39.0%,87-121,41.8%,948-1078,46.8%,16-13,55.2%,59,74.2%,19.6%,7.5%,4.3%,56.8%,70.0%,49.3%,61.0%,36.3%,48.7%,0.93
Masters,88,35,53,39.8%,88-117,42.9%,969-1079,47.3%,22-22,50.0%,86,76.8%,18.5%,7.7%,3.6%,57.5%,69.8%,52.6%,62.5%,35.7%,49.0%,0.95
Other Tours,239,124,115,51.9%,295-285,50.9%,2869-2845,50.2%,53-52,50.5%,236,77.5%,23.2%,7.3%,4.0%,58.7%,70.7%,51.1%,62.6%,38.1%,50.3%,1.02
Best of 5,88,38,50,43.2%,141-176,44.5%,1509-1634,48.0%,26-25,51.0%,63,74.8%,19.6%,7.4%,4.2%,56.9%,70.3%,49.9%,61.5%,36.3%,48.9%,0.94
Best of 3,334,165,169,49.4%,396-405,49.4%,3932-3994,49.6%,78-75,51.0%,324,77.3%,21.9%,7.4%,3.9%,58.4%,70.5%,51.6%,62.6%,37.4%,49.9%,1.00
Finals,8,4,4,50.0%,12-10,54.5%,114-110,50.9%,2-4,33.3%,7,80.0%,23.7%,8.8%,3.1%,62.7%,69.2%,51.3%,62.5%,37.0%,50.1%,0.99
Semi-finals,18,8,10,44.4%,21-24,46.7%,228-240,48.7%,5-6,45.5%,18,81.1%,17.0%,8.1%,4.1%,60.1%,74.0%,53.5%,65.8%,34.3%,49.9%,1.00
Quarter-finals,40,18,22,45.0%,42-50,45.7%,418-452,48.0%,7-8,46.7%,39,72.8%,23.7%,8.2%,4.3%,58.0%,70.1%,47.9%,60.8%,38.8%,49.5%,0.99
vs Righties,362,174,188,48.1%,456-493,48.1%,4620-4797,49.1%,92-86,51.7%,332,76.7%,21.2%,7.6%,4.0%,58.1%,70.4%,51.3%,62.4%,37.1%,49.7%,0.99
vs Lefties,59,28,31,47.5%,79-88,47.3%,808-821,49.6%,11-14,44.0%,54,77.0%,22.6%,6.4%,4.1%,57.6%,70.8%,50.2%,62.1%,37.5%,49.7%,0.99
vs Top 10,43,6,37,14.0%,25-88,22.1%,466-639,42.2%,6-11,35.3%,43,72.1%,13.4%,5.9%,3.5%,58.9%,67.0%,49.0%,59.6%,31.0%,45.8%,0.77
