Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,3,0,3,0.0%,1-6,14.3%,26-41,38.8%,0-0,-,3,60.6%,17.6%,6.5%,5.2%,53.0%,56.6%,50.0%,53.5%,35.4%,44.9%,0.76,R32 (3x)
2021,4,0,4,0.0%,1-8,11.1%,36-53,40.4%,0-2,0.0%,4,67.4%,15.9%,1.0%,1.0%,64.3%,62.0%,47.1%,56.6%,33.0%,45.1%,0.76,R32 (4x)
2020,21,11,10,52.4%,26-24,52.0%,240-236,50.4%,5-3,62.5%,21,75.2%,25.2%,6.0%,4.6%,55.1%,70.0%,51.4%,61.6%,39.6%,50.3%,1.03,SF (Cleveland)
2019,38,19,19,50.0%,38-43,46.9%,373-395,48.6%,2-3,40.0%,37,67.9%,29.7%,3.8%,5.2%,57.0%,64.9%,48.5%,57.8%,41.0%,49.5%,0.97,SF (2x)
2018,37,17,20,45.9%,42-45,48.3%,433-422,50.6%,5-11,31.3%,37,73.9%,28.5%,5.2%,4.3%,60.6%,68.5%,47.7%,60.3%,40.9%,50.4%,1.03,SF (Genova)
2017,3,1,2,33.3%,3-5,37.5%,37-44,45.7%,0-1,0.0%,3,70.7%,20.5%,5.8%,6.1%,58.2%,62.8%,48.2%,56.7%,34.6%,47.1%,0.80,R16 (Irving)
2016,10,9,1,90.0%,16-7,69.6%,124-88,58.5%,0-3,0.0%,10,81.9%,37.6%,5.1%,6.0%,56.2%,71.6%,54.1%,63.9%,44.5%,53.9%,1.23,W (Braunschweig)
2015,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,80.0%,0.0%,7.0%,3.5%,63.2%,66.7%,52.4%,61.4%,21.6%,42.6%,0.56,R32 (Irving)
2014,14,8,6,57.1%,19-15,55.9%,182-165,52.4%,4-4,50.0%,14,81.1%,24.1%,10.3%,3.5%,58.5%,72.5%,49.0%,62.7%,40.2%,51.1%,1.08,F (Orleans)
2013,12,9,3,75.0%,19-7,73.1%,142-106,57.3%,3-1,75.0%,12,85.1%,28.6%,8.7%,5.6%,56.5%,76.0%,53.4%,66.1%,40.7%,53.0%,1.20,W (Montevideo)
2012,6,5,1,83.3%,11-3,78.6%,81-52,60.9%,1-1,50.0%,5,85.4%,44.9%,8.0%,3.1%,54.0%,73.5%,59.8%,67.2%,48.9%,57.4%,1.49,W (Braunschweig)
2011,4,2,2,50.0%,5-5,50.0%,49-50,49.5%,1-0,100.0%,0,,,,,,,,,,,,SF (ATP Challenger Tour Finals)
2010,5,4,1,80.0%,9-3,75.0%,62-41,60.2%,0-0,-,5,90.2%,30.8%,12.4%,4.2%,54.7%,75.0%,62.6%,69.4%,43.1%,55.2%,1.41,F (Sao Paulo2)
2009,17,11,6,64.7%,25-16,61.0%,226-172,56.8%,2-7,22.2%,0,,,,,,,,,,,,W (2x)
2008,36,29,7,80.6%,60-21,74.1%,461-332,58.1%,6-6,50.0%,0,,,,,,,,,,,,W (4x)
2007,35,23,12,65.7%,50-32,61.0%,413-383,51.9%,9-4,69.2%,0,,,,,,,,,,,,F (2x)
2006,2,1,1,50.0%,3-2,60.0%,26-27,49.1%,2-0,100.0%,0,,,,,,,,,,,,R16 (Campos Do Jordao1)
Career,248,149,99,60.1%,328-244,57.3%,2919-2619,52.7%,40-46,46.5%,152,75.1%,28.1%,6.0%,4.6%,57.8%,68.7%,50.3%,60.9%,40.7%,50.6%,1.04,
