Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,62.5%,0.0%,0.0%,4.2%,53.5%,55.3%,51.5%,53.5%,25.0%,41.5%,0.54,R32 (Rio De Janeiro)
2021,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,63.6%,10.0%,4.3%,4.3%,60.9%,59.5%,44.4%,53.6%,34.3%,44.1%,0.74,R32 (Delray Beach)
2018,6,1,5,16.7%,7-11,38.9%,75-90,45.5%,1-1,50.0%,6,69.1%,22.0%,4.8%,3.9%,58.8%,67.4%,46.9%,59.0%,38.1%,48.7%,0.93,R16 (Buenos Aires)
2017,34,14,20,41.2%,38-52,42.2%,430-478,47.4%,9-13,40.9%,34,74.1%,21.1%,6.2%,5.0%,58.5%,68.1%,52.3%,61.6%,37.1%,49.2%,0.97,F (Houston)
2016,43,19,24,44.2%,51-61,45.5%,515-558,48.0%,11-7,61.1%,42,75.0%,21.0%,6.1%,5.2%,57.1%,69.5%,52.5%,62.2%,37.6%,49.7%,0.99,F (Quito)
2015,60,30,30,50.0%,77-78,49.7%,767-770,49.9%,16-14,53.3%,56,78.8%,21.4%,7.4%,4.4%,58.3%,71.6%,52.0%,63.4%,37.8%,50.5%,1.03,W (Geneva)
2014,31,18,13,58.1%,44-41,51.8%,430-416,50.8%,6-9,40.0%,28,79.4%,21.4%,8.1%,3.9%,56.2%,72.4%,52.6%,63.7%,36.7%,50.2%,1.01,SF (Sao Paulo)
2013,27,8,19,29.6%,24-48,33.3%,317-398,44.3%,6-6,50.0%,22,72.9%,17.6%,7.4%,4.2%,54.2%,69.1%,51.5%,61.1%,35.7%,48.2%,0.92,QF (Barcelona)
2012,50,28,22,56.0%,70-58,54.7%,644-609,51.4%,13-11,54.2%,45,78.8%,22.6%,7.2%,3.5%,57.2%,70.5%,52.3%,62.7%,37.5%,50.0%,1.00,W (Gstaad)
2011,50,25,25,50.0%,70-69,50.4%,695-686,50.3%,11-14,44.0%,47,78.0%,22.8%,7.6%,3.3%,61.0%,71.7%,48.9%,62.8%,38.1%,50.1%,1.02,SF (2x)
2010,60,35,25,58.3%,88-71,55.3%,802-762,51.3%,12-13,48.0%,55,77.8%,24.0%,8.7%,3.4%,57.6%,71.8%,50.2%,62.6%,38.0%,50.2%,1.02,W (Santiago)
2009,39,21,18,53.8%,48-47,50.5%,480-496,49.2%,13-7,65.0%,35,78.4%,18.8%,8.8%,3.4%,61.3%,70.8%,51.4%,63.3%,35.0%,49.1%,0.95,W (Gstaad)
2008,19,4,15,21.1%,20-38,34.5%,261-322,44.8%,6-5,54.5%,15,69.5%,18.3%,6.7%,3.6%,55.4%,66.7%,48.3%,58.5%,35.7%,47.4%,0.86,R16 (Buenos Aires)
2007,1,0,1,0.0%,0-3,0.0%,12-18,40.0%,0-0,-,0,,,,,,,,,,,,
Career,422,203,219,48.1%,537-581,48.0%,5441-5628,49.2%,104-100,51.0%,387,76.8%,21.4%,7.4%,4.0%,58.1%,70.5%,51.2%,62.4%,37.2%,49.7%,0.99,
