Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Rio de Janeiro R32,L vs Baez,67.3%,34.3%,5.8%,0/3,2.18,6.1%,71.4%,28.0%,5.7%,2.05,10.7%,62.5%,50.0%,6.3%,2.38,0.0%
2017 Houston F,L vs Johnson,60.7%,46.2%,0.9%,0/1,2.23,32.3%,55.6%,40.0%,1.9%,2.15,48.4%,77.8%,51.4%,0.0%,2.31,17.6%
2016 Quito SF,W vs Lorenzi,64.0%,63.2%,1.1%,0/1,1.85,32.6%,54.2%,61.5%,2.1%,1.87,42.3%,81.6%,64.5%,0.0%,1.82,17.6%
2015 Paris R32,L vs Djokovic,78.8%,36.5%,6.1%,3/1,2.48,3.7%,71.1%,33.3%,2.6%,2.35,6.5%,92.6%,40.0%,11.1%,2.65,0.0%
2015 Paris R64,W vs Gabashvili,76.6%,57.6%,0.0%,0/0,1.71,5.1%,70.7%,51.7%,0.0%,1.97,13.3%,88.2%,63.3%,0.0%,1.56,0.0%
2015 Shanghai R64,L vs Raonic,59.4%,36.6%,1.4%,0/1,2.18,20.5%,40.0%,12.5%,2.5%,1.96,30.4%,92.6%,52.0%,0.0%,2.43,9.5%
2015 Winston Salem QF,L vs Jaziri,66.7%,47.7%,7.6%,2/3,2.72,23.7%,56.4%,36.4%,5.1%,2.58,35.0%,88.0%,59.1%,12.0%,2.89,11.1%
2015 Canada R32,L vs Djokovic,69.2%,40.7%,5.1%,3/1,2.51,13.6%,67.3%,33.3%,6.1%,2.45,21.1%,75.0%,52.4%,3.6%,2.62,0.0%
2015 Gstaad QF,W vs Andujar,78.2%,55.9%,3.4%,0/3,2.45,12.5%,72.7%,50.0%,5.5%,2.41,18.2%,90.3%,64.3%,0.0%,2.53,0.0%
2015 Bastad QF,L vs Zverev,78.4%,49.4%,3.6%,2/2,2.32,4.1%,81.7%,41.4%,1.4%,1.93,8.3%,85.3%,65.5%,8.8%,2.72,0.0%
2015 Geneva F,W vs Sousa,76.7%,58.9%,1.4%,1/0,2.36,4.3%,74.5%,58.5%,1.8%,2.50,7.1%,83.3%,60.0%,0.0%,2.14,0.0%
2015 Geneva QF,W vs Ramos,76.7%,69.6%,5.5%,4/0,2.29,7.9%,75.0%,66.7%,4.2%,2.13,11.9%,87.0%,75.0%,8.7%,2.62,0.0%
2015 Geneva R32,W vs Baghdatis,68.2%,54.7%,0.0%,0/0,2.44,4.3%,56.3%,40.7%,0.0%,2.46,7.1%,87.3%,62.5%,0.0%,2.39,0.0%
2015 Istanbul R16,W vs Istomin,78.9%,44.6%,0.0%,0/0,2.17,10.9%,79.2%,44.7%,0.0%,2.07,21.7%,78.3%,44.4%,0.0%,2.28,0.0%
2015 Rio de Janeiro R32,L vs Nadal,76.7%,42.4%,7.0%,1/2,2.18,2.2%,79.3%,43.5%,3.4%,2.13,5.3%,83.3%,40.0%,16.7%,2.22,0.0%
2012 Moscow F,L vs Seppi,64.9%,42.0%,0.0%,0/0,1.75,9.1%,66.7%,50.0%,0.0%,1.81,13.6%,94.7%,27.8%,0.0%,1.64,0.0%
2012 Olympics R64,L vs Tsonga,53.8%,42.0%,1.1%,1/0,2.22,50.8%,41.3%,42.3%,1.6%,2.28,61.2%,80.0%,41.7%,0.0%,1.95,0.0%
2012 Gstaad F,W vs Tipsarevic,77.0%,50.6%,5.0%,3/2,2.06,12.9%,67.2%,46.2%,3.4%,1.89,25.0%,95.0%,55.3%,7.5%,2.21,2.9%
2012 Indian Wells R16,L vs Federer,57.5%,45.2%,0.0%,0/0,2.32,24.6%,48.0%,37.5%,0.0%,2.26,31.0%,81.8%,55.6%,0.0%,2.39,17.9%
2011 Madrid SF,L vs Djokovic,71.3%,45.6%,3.8%,2/1,2.18,10.7%,64.7%,48.5%,5.9%,2.23,17.1%,85.7%,41.7%,0.0%,2.10,0.0%
Career (20 matches),,69.8%,49.2%,2.7%,51.2%,2.23,14.7%,64.6%,44.8%,2.6%,2.17,22.6%,85.0%,54.8%,3.1%,2.31,4.2%
