Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 Rio De Janeiro R32,L vs Baez,8,35,0.2,6.5%,28.5%,8,32,0.3,6.8%,27.1%,6.8%,0.0%,0.6,11.4%,17.9%
2018 Roland Garros R128,L vs Delbonis,16,29,0.6,8.3%,15.1%,16,29,0.6,9.0%,16.3%,,,1.0,15.6%,15.6%
2017 Wimbledon R128,L vs Ofner,14,29,0.5,8.3%,17.3%,11,21,0.5,7.4%,14.1%,4.0%,2.0%,1.4,17.3%,12.5%
2017 Roland Garros R64,L vs Pouille,21,39,0.5,11.2%,20.7%,18,31,0.6,10.9%,18.8%,7.3%,3.6%,1.0,18.6%,18.6%
2017 Roland Garros R128,W vs Lajovic,58,42,1.4,21.2%,15.3%,49,32,1.5,19.8%,13.0%,12.1%,7.7%,1.1,10.2%,9.5%
2017 Houston F,L vs Johnson,29,47,0.6,14.2%,23.0%,21,44,0.5,11.9%,25.0%,6.3%,5.7%,0.8,15.7%,20.6%
2017 Australian Open R128,L vs Tomic,20,27,0.7,13.1%,17.6%,10,24,0.4,7.9%,19.0%,3.2%,4.8%,1.7,24.8%,14.4%
2016 Wimbledon R64,L vs Querrey,27,31,0.9,17.2%,19.7%,22,25,0.9,16.4%,18.7%,8.2%,8.2%,1.6,15.9%,10.2%
2016 Wimbledon R128,W vs Bemelmans,30,37,0.8,11.1%,13.7%,24,33,0.7,9.7%,13.4%,6.5%,2.8%,0.8,14.0%,18.5%
2016 Roland Garros R128,L vs Gasquet,31,47,0.7,17.6%,26.7%,30,43,0.7,17.9%,25.6%,8.3%,8.9%,1.3,13.6%,10.8%
2016 Quito SF,W vs Lorenzi,36,35,1.0,22.2%,21.6%,32,29,1.1,22.5%,20.4%,15.5%,7.0%,0.4,7.4%,17.3%
2016 Australian Open R64,L vs Johnson,21,28,0.8,15.0%,20.0%,18,24,0.8,14.9%,19.8%,8.3%,5.8%,2.1,21.4%,10.0%
2016 Australian Open R128,W vs Thompson,23,20,1.2,16.7%,14.5%,20,18,1.1,16.0%,14.4%,12.0%,3.2%,0.3,7.2%,21.0%
2015 Paris Masters R32,L vs Djokovic,13,23,0.6,9.8%,17.4%,13,21,0.6,10.2%,16.5%,6.3%,3.9%,1.5,18.9%,12.9%
2015 Paris Masters R64,W vs Gabashvili,21,34,0.6,14.5%,23.4%,19,29,0.7,14.2%,21.6%,11.2%,2.2%,0.4,9.7%,24.1%
2015 Shanghai Masters R64,L vs Raonic,21,13,1.6,16.3%,10.1%,17,13,1.3,14.5%,11.1%,8.5%,1.7%,1.1,25.6%,22.5%
2015 US Open R32,L vs Murray,22,29,0.8,12.2%,16.1%,19,26,0.7,11.5%,15.8%,9.1%,2.4%,1.2,17.8%,15.0%
2015 US Open R64,W vs Nishioka,43,41,1.0,27.9%,26.6%,28,36,0.8,21.4%,27.5%,15.3%,3.8%,0.3,3.9%,11.7%
2015 Winston-Salem QF,L vs Jaziri,16,25,0.6,13.2%,20.7%,10,22,0.5,9.2%,20.2%,5.5%,1.8%,0.9,16.5%,18.2%
2015 Canada Masters R32,L vs Djokovic,15,26,0.6,9.4%,16.3%,10,26,0.4,6.6%,17.1%,4.6%,1.3%,0.8,16.3%,20.0%
Career (44 matches),,1142,1582,0.7,14.5%,20.1%,914,1412,0.6,12.9%,19.9%,7.4%,3.2%,0.9,14.7%,16.8%
