Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Rio de Janeiro R32,L vs Baez,5.6%,0.0%,10.6%,30.8%,10.7%,25.6%,4.8%,4.7%,0.0%,3.4%,42.9%,22,17
2017 Houston F,L vs Johnson,1.1%,100.0%,9.8%,65.0%,12.7%,31.0%,5.6%,15.5%,33.3%,1.1%,33.3%,41,76
2016 Quito SF,W vs Lorenzi,4.1%,66.7%,6.0%,70.0%,18.8%,38.2%,7.7%,18.9%,58.3%,2.1%,100.0%,92,109
2015 Paris R32,L vs Djokovic,0.0%,-,9.8%,69.2%,12.3%,30.8%,11.8%,7.7%,6.7%,1.1%,33.3%,-51,-55
2015 Paris R64,W vs Gabashvili,0.0%,-,5.5%,87.5%,8.9%,17.2%,6.9%,7.1%,12.5%,1.9%,40.0%,-14,21
2015 Shanghai R64,L vs Raonic,0.0%,-,5.1%,57.1%,10.3%,29.4%,6.7%,7.9%,11.1%,1.7%,33.3%,-68,-74
2015 Winston Salem QF,L vs Jaziri,2.0%,0.0%,8.3%,70.0%,13.6%,23.8%,0.0%,2.9%,0.0%,0.5%,100.0%,-31,-21
2015 Canada R32,L vs Djokovic,0.0%,-,10.6%,52.9%,7.0%,6.7%,4.2%,3.5%,0.0%,0.6%,50.0%,-99,-72
2015 Gstaad QF,W vs Andujar,0.0%,-,7.6%,76.9%,16.7%,29.6%,16.7%,9.8%,37.5%,1.2%,33.3%,13,54
2015 Bastad QF,L vs Zverev,4.6%,75.0%,8.9%,88.9%,10.8%,20.8%,3.2%,5.7%,5.0%,3.2%,42.9%,16,4
2015 Geneva F,W vs Sousa,0.0%,-,3.5%,80.0%,10.8%,20.0%,4.2%,5.2%,7.7%,1.2%,66.7%,-11,6
2015 Geneva QF,W vs Ramos,0.0%,-,7.2%,81.8%,9.7%,13.5%,0.0%,11.6%,51.9%,1.9%,85.7%,13,4
2015 Geneva R32,W vs Baghdatis,0.0%,-,5.0%,70.0%,10.6%,18.8%,8.7%,5.7%,8.3%,2.2%,71.4%,4,65
2015 Istanbul R16,W vs Istomin,1.7%,100.0%,8.0%,90.9%,11.7%,25.9%,0.0%,13.3%,37.5%,3.6%,77.8%,1,17
2015 Rio de Janeiro R32,L vs Nadal,1.6%,0.0%,6.5%,42.9%,12.3%,0.0%,0.0%,2.6%,0.0%,2.1%,25.0%,55,42
2012 Moscow F,L vs Seppi,1.0%,0.0%,8.6%,43.8%,11.2%,15.2%,0.0%,5.0%,15.0%,1.9%,50.0%,0,1
2012 Olympics R64,L vs Tsonga,4.2%,25.0%,9.8%,68.4%,20.4%,29.6%,27.8%,10.9%,28.6%,0.9%,50.0%,-5,15
2012 Gstaad F,W vs Tipsarevic,1.2%,100.0%,8.3%,75.0%,15.4%,36.7%,0.0%,8.5%,5.9%,2.4%,33.3%,23,17
2012 Indian Wells R16,L vs Federer,0.0%,-,7.7%,75.0%,5.6%,10.0%,0.0%,2.4%,8.3%,0.9%,0.0%,-29,-26
2011 Madrid SF,L vs Djokovic,0.0%,-,5.8%,88.9%,7.9%,13.5%,0.0%,2.7%,0.0%,1.3%,40.0%,-81,-71
Career (20 matches),,1.4%,42.9%,7.7%,68.6%,11.5%,22.4%,5.6%,7.0%,17.1%,1.8%,52.0%,-7,5
