Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Chennai R16,L vs Birrell,1.05,0.92,63.0,2.2,10.5%,50.9%,10.9%,43.6%,42.1%,51.5%
2025 Chennai R32,W vs Rajeshwaran Revathi,1.20,1.74,46.2,2.0,3.6%,64.3%,4.2%,58.3%,47.8%,65.0%
2025 (2 matches),,1.10,1.15,57.2,2.1,8.2%,55.3%,8.9%,48.1%,44.3%,56.6%
Career (2 matches),,1.10,1.15,57.2,2.1,8.2%,55.3%,8.9%,48.1%,44.3%,56.6%
