Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,12,5,7,41.7%,10-16,38.5%,112-138,44.8%,2-1,66.7%,12,66.4%,23.8%,6.9%,5.4%,60.3%,65.7%,45.7%,57.7%,37.9%,48.0%,0.90
Quarter-finals,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,1,14.3%,0.0%,0.0%,2.9%,52.9%,27.8%,18.8%,23.5%,11.1%,18.0%,0.15
vs Righties,7,4,3,57.1%,8-7,53.3%,69-71,49.3%,1-0,100.0%,7,71.2%,28.8%,6.4%,6.2%,57.8%,68.5%,48.7%,60.2%,41.8%,50.8%,1.05
vs Lefties,4,1,3,25.0%,2-7,22.2%,36-54,40.0%,1-1,50.0%,4,68.9%,9.3%,9.7%,3.6%,61.6%,65.7%,47.7%,58.8%,28.4%,44.4%,0.69
