Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),330,150,239,1522,235,1477,,,88,1593,,,,
2025,333,150,243,1522,236,1477,,,89,1593,,,,
2024,639,49,,,,,,,,,2475,2,,
2023,889,19,,,,,,,,,,,,
2022,1370,3,,,,,,,,,,,,
