Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2020,694,30,,,,,,,,,1230,15,,
2019,472,65,357,1349,370,1289,295,1353,,,1184,15,,
2018,294,127,302,1347,309,1270,254,1389,,,807,1,,
2018,294,127,302,1347,309,1270,254,1389,,,807,1,,
2017,350,130,,,,,,,,,865,40,,
2016,489,78,,,,,,,,,1050,25,,
2015,340,136,,,,,,,,,812,51,,
2014,564,56,,,,,,,,,567,92,,
2013,1148,7,,,,,,,,,619,80,,
2012,1129,6,,,,,,,,,,,,
2011,1269,3,,,,,,,,,,,,
2010,1201,3,,,,,,,,,,,,
