Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2008,338,102,140,1627,122,1586,116,1612,,,1184,13,,
2007,164,258,105,1673,102,1619,90,1653,84,1571,744,40,,
2006,349,100,155,1591,121,1578,117,1593,,,562,66,,
2005,285,119,149,1601,110,1607,118,1591,155,1481,678,45,,
2004,86,468,115,1665,92,1651,100,1636,133,1516,594,57,,
2003,246,142,86,1726,72,1689,59,1723,,,314,140,,
2002,75,530,62,1786,61,1728,41,1784,81,1601,1004,15,,
2001,32,1055,30,1880,28,1827,19,1871,70,1622,,,,
2000,76,536,73,1767,84,1686,49,1776,,,866,19,,
1999,107,440,83,1754,71,1712,63,1758,96,1580,1084,10,,
1998,33,1077,37,1873,32,1815,27,1860,55,1663,1384,1,,
1997,34,1143,39,1896,32,1828,35,1839,48,1673,438,95,,
1996,41,965,37,1883,43,1794,26,1881,51,1700,356,134,,
1995,28,,25,1899,76,1723,17,1893,58,1676,1187,2,,
1994,142,,159,1639,165,1572,135,1632,,,904,15,,
1993,472,,,,,,,,,,635,36,,
1992,1097,1,,,,,,,,,,,,
