Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,164,79,85,48.2%,202-216,48.3%,1979-2012,49.6%,21-31,40.4%,162,74.9%,24.8%,4.2%,5.1%,57.7%,69.3%,48.9%,60.6%,38.8%,49.6%,0.98
Clay,225,116,109,51.6%,286-266,51.8%,2599-2583,50.2%,30-27,52.6%,218,69.2%,30.8%,3.8%,4.5%,56.7%,66.3%,48.2%,58.5%,41.4%,49.9%,1.00
Grass,19,5,14,26.3%,14-38,26.9%,186-276,40.3%,1-2,33.3%,18,68.0%,13.8%,4.2%,5.2%,60.1%,67.5%,43.1%,57.8%,34.3%,45.8%,0.81
Carpet,70,30,40,42.9%,81-88,47.9%,840-837,50.1%,11-20,35.5%,57,78.0%,19.0%,6.2%,5.2%,58.2%,71.2%,50.7%,62.7%,34.9%,48.8%,0.93
Grand Slams,64,28,36,43.8%,103-128,44.6%,1039-1115,48.2%,8-15,34.8%,62,73.6%,23.8%,4.3%,4.9%,57.8%,69.8%,47.0%,60.1%,38.5%,49.1%,0.96
Masters,86,42,44,48.8%,100-100,50.0%,940-942,49.9%,10-13,43.5%,86,71.7%,28.8%,3.5%,4.8%,57.3%,68.1%,47.4%,59.3%,40.3%,49.8%,0.99
Other Tours,310,149,161,48.1%,344-356,49.1%,3310-3396,49.4%,44-48,47.8%,307,72.0%,26.7%,4.4%,4.8%,57.3%,67.5%,49.3%,59.7%,39.4%,49.6%,0.98
Best of 5,79,35,44,44.3%,132-154,46.2%,1315-1366,49.0%,9-19,32.1%,63,73.6%,23.5%,4.2%,4.9%,57.6%,69.8%,47.0%,60.1%,38.4%,49.0%,0.96
Best of 3,399,195,204,48.9%,451-454,49.8%,4289-4342,49.7%,54-61,47.0%,392,72.0%,27.2%,4.2%,4.8%,57.3%,67.6%,48.9%,59.6%,39.6%,49.6%,0.98
Finals,10,3,7,30.0%,11-15,42.3%,120-127,48.6%,1-2,33.3%,10,68.9%,28.7%,3.6%,5.0%,54.0%,67.6%,46.7%,58.0%,41.2%,49.3%,0.98
Semi-finals,17,9,8,52.9%,20-18,52.6%,175-174,50.1%,1-1,50.0%,17,69.2%,31.4%,3.9%,4.7%,58.9%,65.2%,48.4%,58.3%,41.9%,50.1%,1.01
Quarter-finals,32,17,15,53.1%,40-36,52.6%,356-362,49.6%,3-3,50.0%,32,72.4%,27.2%,4.3%,3.8%,57.8%,67.2%,50.6%,60.2%,39.4%,49.6%,0.99
vs Righties,406,195,211,48.0%,494-525,48.5%,4771-4882,49.4%,52-66,44.1%,385,71.6%,26.9%,4.0%,4.9%,57.1%,67.9%,48.0%,59.3%,39.5%,49.4%,0.97
vs Lefties,72,35,37,48.6%,89-83,51.7%,833-826,50.2%,11-14,44.0%,70,76.2%,24.2%,5.4%,4.3%,59.1%,68.9%,51.7%,61.9%,38.5%,50.0%,1.01
vs Top 10,60,16,44,26.7%,55-104,34.6%,679-845,44.6%,10-9,52.6%,58,70.4%,17.7%,5.0%,4.8%,55.4%,67.3%,48.0%,58.7%,34.8%,46.9%,0.84
