Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Tianjin R16,L vs Yastremska,67.2%,46.5%,7.8%,2/3,2.57,2.8%,66.7%,53.8%,10.3%,2.55,4.2%,77.3%,35.3%,4.5%,2.63,0.0%
2019 Nanchang SF,L vs Rybakina,62.5%,44.0%,13.8%,7/4,2.89,0.0%,61.7%,31.0%,12.8%,2.97,0.0%,75.0%,61.9%,17.9%,2.73,0.0%
2019 Australian Open R128,L vs Bouchard,52.6%,60.0%,23.7%,4/5,-,13.5%,52.4%,45.5%,14.3%,-,25.0%,56.3%,77.8%,37.5%,-,0.0%
2018 ITF Dubai F,W vs Kuzmova,69.0%,57.5%,5.2%,2/1,2.57,0.0%,71.9%,47.8%,3.1%,2.40,0.0%,94.4%,70.6%,11.1%,2.74,0.0%
2017 Beijing R32,W vs Niculescu,89.6%,69.8%,0.0%,0/0,2.52,34.4%,92.1%,68.6%,0.0%,2.61,50.0%,88.9%,75.0%,0.0%,2.41,14.8%
2017 Wimbledon R32,L vs Halep,76.7%,46.4%,4.1%,3/0,2.63,3.6%,76.9%,42.5%,0.0%,2.55,6.3%,80.0%,56.3%,15.0%,2.74,0.0%
2017 Indian Wells R32,W vs Radwanska,86.2%,58.9%,10.8%,4/3,2.42,4.4%,86.5%,43.8%,8.1%,2.38,6.1%,92.3%,79.2%,15.4%,2.54,0.0%
2017 Indian Wells R64,W vs Konjuh,72.1%,56.8%,6.6%,0/4,2.30,5.7%,76.7%,52.2%,10.0%,2.24,8.7%,84.0%,61.9%,4.0%,2.43,0.0%
2017 Indian Wells R128,W vs Tsurenko,80.2%,53.6%,3.5%,1/2,2.46,0.0%,86.7%,48.1%,1.7%,2.23,0.0%,81.0%,70.6%,9.5%,2.81,0.0%
2017 Australian Open R64,L vs Bouchard,66.1%,43.9%,11.3%,5/2,2.12,6.4%,67.6%,40.0%,5.4%,2.17,10.7%,76.2%,50.0%,23.8%,2.04,0.0%
2016 Birmingham R32,L vs Kerber,63.9%,20.5%,1.6%,0/1,2.35,0.0%,63.4%,15.4%,0.0%,2.15,0.0%,81.3%,30.8%,6.3%,2.65,0.0%
2014 US Open SF,L vs Wozniacki,70.9%,44.6%,2.5%,0/2,2.77,3.8%,72.3%,44.1%,0.0%,2.83,6.9%,100.0%,45.5%,9.1%,2.68,0.0%
2014 Nan Chang F,W vs Liu,69.4%,54.2%,7.1%,4/2,2.60,0.0%,65.2%,33.3%,10.9%,2.63,0.0%,85.3%,75.9%,2.9%,2.57,0.0%
2014 Wimbledon R16,L vs Kvitova,60.4%,34.5%,22.9%,6/5,2.64,0.0%,56.0%,28.6%,32.0%,2.64,0.0%,68.2%,40.0%,13.6%,2.64,0.0%
2014 Miami R64,L vs Kerber,74.2%,51.5%,2.2%,1/1,1.99,0.0%,74.5%,41.5%,0.0%,1.81,0.0%,80.6%,68.0%,6.5%,2.19,0.0%
2014 Indian Wells R64,L vs Bouchard,54.8%,43.5%,9.5%,0/4,2.42,10.5%,52.4%,27.3%,0.0%,2.51,21.1%,63.2%,58.3%,21.1%,2.33,0.0%
2013 Hobart R16,L vs Niculescu,82.6%,54.4%,1.8%,1/1,2.65,51.6%,85.1%,47.6%,1.4%,2.63,50.0%,84.4%,70.4%,3.1%,2.71,56.0%
2010 US Open R64,W vs Radwanska,78.8%,50.8%,3.8%,2/1,2.34,14.5%,79.2%,47.4%,4.2%,2.50,23.1%,83.3%,56.0%,3.3%,2.05,0.0%
Career (18 matches),,72.2%,50.3%,6.8%,50.6%,2.48,10.7%,73.7%,43.8%,5.2%,2.46,14.5%,81.1%,61.1%,10.7%,2.51,4.9%
