Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,5,2,3,40.0%,5-7,41.7%,55-55,50.0%,0-2,0.0%,5,67.9%,34.5%,1.7%,1.9%,73.9%,60.5%,50.0%,57.8%,41.6%,49.9%,0.98,R16 (2x)
2019,16,7,9,43.8%,19-18,51.4%,167-177,48.5%,4-2,66.7%,16,61.3%,34.7%,2.1%,2.8%,68.7%,60.8%,43.9%,55.5%,44.1%,49.9%,0.99,SF (Nanchang)
2018,10,1,9,10.0%,5-18,21.7%,85-129,39.7%,0-0,-,10,63.3%,15.2%,2.5%,3.7%,64.7%,60.5%,47.8%,56.0%,33.7%,45.7%,0.77,R32 (2x)
2017,63,40,23,63.5%,85-50,63.0%,687-566,54.8%,11-7,61.1%,63,67.0%,42.5%,2.5%,3.1%,64.0%,63.0%,47.2%,57.3%,46.5%,52.0%,1.09,W (Nanchang)
2016,17,6,11,35.3%,17-24,41.5%,179-210,46.0%,3-4,42.9%,17,64.9%,27.2%,3.2%,2.4%,60.8%,62.2%,45.8%,55.8%,38.6%,47.7%,0.87,W (Tianjin)
2015,13,6,7,46.2%,15-14,51.7%,129-136,48.7%,2-1,66.7%,13,64.2%,37.6%,4.4%,4.6%,63.7%,61.0%,45.0%,55.2%,43.8%,49.3%,0.98,R16 (3x)
2014,50,28,22,56.0%,60-46,56.6%,523-476,52.4%,5-7,41.7%,43,-,-,4.1%,3.6%,64.2%,63.6%,46.8%,57.6%,43.2%,50.4%,1.02,F (Shenzhen)
2013,36,18,18,50.0%,42-40,51.2%,378-367,50.7%,3-3,50.0%,35,-,-,2.9%,3.6%,65.3%,61.4%,45.0%,55.7%,44.2%,50.1%,1.00,F (Brussels)
2012,46,23,23,50.0%,55-51,51.9%,515-500,50.7%,5-6,45.5%,42,-,-,4.0%,3.1%,67.0%,64.0%,47.1%,58.4%,42.9%,50.6%,1.03,QF (3x)
2011,71,48,23,67.6%,104-59,63.8%,849-669,55.9%,7-9,43.8%,66,-,-,3.1%,2.4%,69.1%,64.7%,47.6%,59.4%,45.3%,52.4%,1.12,F (Brussels)
2010,30,16,14,53.3%,36-35,50.7%,326-320,50.5%,3-4,42.9%,24,-,-,1.5%,2.4%,69.2%,59.4%,49.7%,56.4%,44.2%,50.0%,1.01,SF (Estoril)
2009,47,24,23,51.1%,56-54,50.9%,519-504,50.7%,6-3,66.7%,42,-,-,2.2%,2.6%,67.3%,60.3%,46.7%,55.9%,44.3%,50.2%,1.00,SF (Guangzhou)
2008,51,26,25,51.0%,60-55,52.2%,560-519,51.9%,7-4,63.6%,34,-,-,3.0%,3.0%,68.3%,59.9%,47.3%,55.9%,46.2%,50.9%,1.05,F (2x)
2007,37,19,18,51.4%,45-39,53.6%,402-356,53.0%,3-3,50.0%,31,-,-,4.1%,2.1%,66.0%,61.2%,49.8%,57.3%,45.2%,51.2%,1.06,SF (2x)
2006,37,20,17,54.1%,44-36,55.0%,368-363,50.3%,2-2,50.0%,20,-,-,2.9%,3.4%,66.0%,57.5%,42.0%,52.2%,43.8%,48.1%,0.92,F (Strasbourg)
2005,36,20,16,55.6%,44-33,57.1%,381-337,53.1%,3-5,37.5%,5,-,-,3.5%,3.5%,59.5%,60.7%,38.9%,51.9%,51.1%,51.5%,1.06,SF (2x)
2004,9,5,4,55.6%,10-10,50.0%,91-79,53.5%,0-0,-,0,,,,,,,,,,,,QF (2x)
2003,2,0,2,0.0%,0-4,0.0%,15-24,38.5%,0-0,-,0,,,,,,,,,,,,R128 (2x)
2002,1,0,1,0.0%,1-2,33.3%,13-15,46.4%,0-0,-,0,,,,,,,,,,,,R64 (Los Angeles)
2001,5,4,1,80.0%,8-2,80.0%,54-30,64.3%,0-0,-,0,,,,,,,,,,,,
Career,582,313,269,53.8%,711-597,54.4%,6296-5832,51.9%,64-62,50.8%,466,65.3%,35.7%,3.0%,3.0%,66.4%,62.0%,46.7%,56.9%,44.3%,50.6%,1.03,
