Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Tianjin R16,L vs Yastremska,3.2,3.1,3.3,48.1%,36.7%,0.0%,40.0%,54.9%,6.2%,-2.5,-3.6,0.0,0.0
2019 Nanchang SF,L vs Rybakina,3.3,3.5,3.2,44.5%,44.1%,62.5%,14.3%,61.7%,1.3%,1.5,1.4,4.0,5.6
2019 Australian Open R128,L vs Bouchard,3.2,3.4,2.8,42.1%,40.9%,40.0%,0.0%,52.4%,10.2%,5.0,10.4,-5.0,-11.6
2018 ITF Dubai F,W vs Kuzmova,3.6,4.3,3.1,63.6%,52.6%,57.1%,42.9%,51.2%,7.6%,-5.0,-7.5,12.0,16.9
2017 Beijing R32,W vs Niculescu,6.5,6.4,6.6,62.5%,48.3%,54.2%,61.5%,56.8%,5.5%,15.5,8.5,7.5,5.7
2017 Wimbledon R32,L vs Halep,4.6,4.9,4.4,50.6%,33.3%,43.5%,55.6%,49.8%,3.3%,-0.5,-0.4,5.0,3.6
2017 Indian Wells R32,W vs Radwanska,5.3,5.9,4.9,53.8%,57.1%,47.4%,56.3%,38.9%,4.2%,5.0,5.4,13.5,9.0
2017 Indian Wells R64,W vs Konjuh,3.3,3.3,3.2,59.7%,55.6%,50.0%,0.0%,55.6%,10.4%,1.0,1.4,8.0,14.5
2017 Indian Wells R128,W vs Tsurenko,5.7,5.6,6.0,55.8%,40.6%,44.0%,50.0%,57.3%,3.5%,-7.0,-2.8,-2.5,-1.4
2017 Australian Open R64,L vs Bouchard,3.9,3.8,4.0,40.3%,55.9%,37.5%,42.9%,57.6%,2.3%,0.0,0.0,8.5,10.5
2016 Birmingham R32,L vs Kerber,3.7,4.0,3.4,48.7%,40.0%,38.5%,16.7%,39.4%,2.8%,7.0,10.8,-5.5,-5.3
2014 US Open SF,L vs Wozniacki,5.3,5.4,5.3,46.3%,57.1%,50.0%,27.3%,59.3%,4.3%,-5.5,-2.9,10.0,7.8
2014 Nan Chang F,W vs Liu,4.5,4.2,4.9,51.2%,73.5%,37.5%,47.8%,42.6%,3.4%,-1.5,-1.2,9.5,5.7
2014 Wimbledon R16,L vs Kvitova,2.9,2.9,2.9,39.1%,44.4%,33.3%,0.0%,38.3%,6.9%,4.5,14.1,-2.5,-4.7
2014 Miami R64,L vs Kerber,4.4,4.9,4.0,54.3%,57.4%,39.1%,31.3%,41.9%,3.6%,0.5,0.4,21.0,11.1
2014 Indian Wells R64,L vs Bouchard,3.3,3.8,2.7,42.2%,46.7%,37.5%,0.0%,39.0%,1.4%,-9.5,-21.6,-3.0,-4.3
2013 Hobart R16,L vs Niculescu,5.7,5.5,5.9,51.7%,53.7%,59.0%,34.2%,61.5%,4.4%,15.0,4.8,17.5,9.3
2010 US Open R64,W vs Radwanska,5.2,4.9,5.4,47.4%,52.5%,63.2%,60.0%,44.4%,4.7%,6.0,4.3,6.0,3.4
Career (18 matches),,4.5,4.5,4.4,49.8%,50.6%,47.8%,42.3%,51.5%,4.3%,1.6,1.4,5.8,5.1
