Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2018 Wimbledon R128,L vs Stosur,12,17,0.7,9.7%,13.7%,11,14,0.8,9.4%,12.0%,1.7%,6.8%,1.6,22.6%,13.7%
2017 US Open R128,W vs Hesse,21,20,1.1,19.6%,18.7%,19,19,1.0,18.8%,18.8%,9.9%,7.9%,0.6,13.1%,23.4%
2017 Wimbledon R32,L vs Halep,27,19,1.4,18.8%,13.2%,25,17,1.5,18.7%,12.7%,7.5%,11.2%,1.5,13.2%,9.0%
2017 Wimbledon R64,W vs Suarez Navarro,11,9,1.2,11.7%,9.6%,10,9,1.1,10.8%,9.7%,6.5%,4.3%,0.6,9.6%,17.0%
2017 Wimbledon R128,W vs Vondrousova,32,29,1.1,17.0%,15.4%,31,29,1.1,17.3%,16.2%,5.6%,11.7%,0.9,19.1%,21.8%
2017 Roland Garros R128,L vs Cirstea,12,14,0.9,12.6%,14.7%,11,14,0.8,12.5%,15.9%,5.7%,6.8%,1.9,24.2%,12.6%
2017 Australian Open R64,L vs Bouchard,20,29,0.7,15.5%,22.5%,18,24,0.8,15.9%,21.2%,7.1%,8.8%,1.1,17.1%,15.5%
2017 Australian Open R128,W vs Kasatkina,30,21,1.4,23.3%,16.3%,26,18,1.4,21.3%,14.8%,6.6%,13.9%,0.7,13.2%,18.6%
2016 Wimbledon R128,L vs Stephens,13,23,0.6,9.8%,17.3%,9,22,0.4,7.1%,17.5%,4.0%,3.2%,1.2,11.3%,9.8%
2015 Roland Garros R128,L vs Hercog,3,22,0.1,6.5%,47.8%,3,20,0.2,7.7%,51.3%,5.1%,2.6%,2.0,17.4%,8.7%
2015 Australian Open R16,L vs Sharapova,20,29,0.7,19.2%,27.9%,15,26,0.6,16.7%,28.9%,8.9%,6.7%,1.8,26.0%,14.4%
2015 Australian Open R32,W vs Shvedova,25,22,1.1,14.7%,12.9%,24,20,1.2,15.2%,12.7%,3.8%,11.4%,0.8,19.4%,25.3%
2015 Australian Open R64,W vs Rybarikova,22,9,2.4,20.8%,8.5%,16,7,2.3,16.7%,7.3%,4.2%,12.5%,0.8,14.2%,17.9%
2015 Australian Open R128,W vs Maria,26,22,1.2,20.2%,17.1%,25,19,1.3,21.4%,16.2%,8.5%,11.1%,0.6,14.0%,23.3%
2014 US Open SF,L vs Wozniacki,19,32,0.6,13.6%,22.9%,18,29,0.6,14.9%,24.0%,4.1%,9.9%,0.9,13.6%,15.0%
2014 US Open QF,W vs Bencic,24,7,3.4,26.7%,7.8%,19,6,3.2,24.4%,7.7%,7.7%,12.8%,0.6,13.3%,21.1%
2014 US Open R16,W vs Safarova,17,7,2.4,16.8%,6.9%,8,6,1.3,9.3%,7.0%,7.0%,2.3%,1.0,19.8%,20.8%
2014 US Open R32,W vs Vinci,24,16,1.5,22.0%,14.7%,20,15,1.3,20.0%,15.0%,4.0%,15.0%,1.1,19.3%,17.4%
2014 US Open R64,W vs Radwanska,28,22,1.3,23.1%,18.2%,25,20,1.3,22.1%,17.7%,8.0%,14.2%,1.0,15.7%,15.7%
2014 US Open R128,W vs Zheng,17,8,2.1,14.3%,6.7%,17,7,2.4,14.8%,6.1%,2.6%,11.3%,0.7,11.8%,17.6%
Career (50 matches),,1103,982,1.1,16.6%,14.7%,977,893,1.1,15.8%,14.5%,3.8%,5.4%,1.0,17.5%,17.0%
