Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Tianjin R16,L vs Yastremska,0.0%,-,2.6%,66.7%,7.3%,0.0%,0.0%,11.1%,20.0%,3.5%,20.0%,-54,-16
2019 Nanchang SF,L vs Rybakina,0.0%,-,4.8%,100.0%,11.3%,15.8%,0.0%,11.8%,36.4%,2.4%,40.0%,3,14
2019 Australian Open R128,L vs Bouchard,0.0%,-,3.4%,33.3%,13.5%,33.3%,0.0%,9.7%,20.0%,1.9%,50.0%,12,24
2018 ITF Dubai F,W vs Kuzmova,0.0%,-,2.8%,100.0%,3.8%,5.6%,0.0%,9.8%,50.0%,2.5%,25.0%,-51,-39
2017 Beijing R32,W vs Niculescu,0.0%,-,21.0%,68.0%,10.8%,20.6%,0.0%,7.3%,24.0%,0.9%,0.0%,-32,-45
2017 Wimbledon R32,L vs Halep,0.0%,-,2.8%,100.0%,10.4%,17.9%,0.0%,11.7%,22.2%,1.7%,0.0%,47,32
2017 Indian Wells R32,W vs Radwanska,0.0%,-,7.8%,66.7%,12.3%,22.2%,0.0%,10.7%,36.4%,2.2%,33.3%,-24,-53
2017 Indian Wells R64,W vs Konjuh,0.0%,-,5.1%,50.0%,6.4%,12.0%,0.0%,15.0%,22.2%,0.0%,-,-54,-15
2017 Indian Wells R128,W vs Tsurenko,0.0%,-,8.2%,53.3%,4.7%,9.4%,0.0%,7.2%,20.7%,1.3%,33.3%,-31,-25
2017 Australian Open R64,L vs Bouchard,0.0%,-,8.5%,81.8%,11.5%,18.4%,0.0%,21.1%,21.4%,1.5%,33.3%,23,31
2016 Birmingham R32,L vs Kerber,0.0%,-,11.0%,78.6%,20.7%,10.0%,20.0%,15.1%,13.3%,1.1%,50.0%,95,39
2014 US Open SF,L vs Wozniacki,0.0%,-,7.1%,70.0%,5.4%,11.1%,0.0%,15.5%,40.7%,1.5%,40.0%,11,-8
2014 Nan Chang F,W vs Liu,0.0%,-,5.7%,77.8%,6.2%,10.3%,0.0%,12.9%,28.6%,1.3%,50.0%,3,25
2014 Wimbledon R16,L vs Kvitova,0.0%,-,4.1%,50.0%,12.0%,28.6%,0.0%,14.7%,60.0%,1.1%,0.0%,-33,-20
2014 Miami R64,L vs Kerber,0.0%,-,6.2%,100.0%,9.0%,5.0%,0.0%,20.7%,32.4%,2.7%,33.3%,69,51
2014 Indian Wells R64,L vs Bouchard,0.0%,-,6.5%,50.0%,0.0%,0.0%,0.0%,15.7%,31.6%,0.0%,-,57,59
2013 Hobart R16,L vs Niculescu,0.0%,-,17.9%,48.7%,12.4%,16.3%,0.0%,15.5%,21.2%,1.1%,66.7%,24,4
2010 US Open R64,W vs Radwanska,0.0%,-,15.6%,72.0%,10.3%,16.7%,0.0%,8.8%,25.6%,1.5%,60.0%,-3,-11
Career (18 matches),,0.0%,-,8.3%,67.8%,9.2%,14.2%,5.0%,12.8%,27.2%,1.5%,35.2%,5,2
