Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W100 Ilkley R32,L vs Wickmayer,1.05,0.76,59.0,2.0,-,44.4%,-,57.1%,30.0%,42.4%
2019 Anning R32,L vs Cadantu Ignatik,0.79,0.83,66.8,2.9,6.7%,57.8%,0.0%,43.2%,56.5%,46.5%
2019 Hua Hin R16,L vs Yastremska,0.84,0.59,47.1,2.1,0.0%,53.6%,0.0%,55.6%,31.3%,32.1%
2019 Hua Hin R32,W vs Paquet,0.85,1.52,50.9,2.7,0.0%,63.6%,5.3%,73.7%,51.5%,61.3%
2019 Australian Open R128,L vs Bouchard,0.72,0.44,28.6,2.0,3.8%,50.0%,4.2%,37.5%,40.0%,27.8%
2018 Houston F,W vs Davis,1.17,1.10,64.5,9.3,5.8%,61.5%,3.9%,54.9%,37.0%,41.5%
2018 Houston SF,W vs Pegula,1.20,1.47,44.6,2.0,0.0%,63.6%,6.5%,54.8%,53.1%,46.4%
2018 Houston QF,W vs Osuigwe,0.99,1.46,55.2,2.2,2.8%,83.3%,0.0%,58.8%,41.9%,42.1%
2018 Houston R16,W vs Bencic,1.10,1.18,67.3,5.6,2.0%,54.0%,2.3%,65.1%,39.3%,49.1%
2018 Houston R32,W vs Haddad Maia,1.05,1.23,64.3,10.0,4.2%,62.5%,4.5%,63.6%,35.4%,51.1%
2018 Wimbledon R128,L vs Stosur,0.86,0.71,55.9,2.2,0.0%,51.5%,3.2%,64.5%,38.7%,31.0%
2018 Eastbourne R64,L vs Buzarnescu,1.11,0.74,55.1,4.9,1.9%,51.9%,2.2%,56.5%,35.9%,25.0%
2018 Roland Garros R64,L vs Garcia,0.84,0.87,59.1,2.6,5.0%,65.0%,6.1%,69.7%,31.8%,36.8%
2018 Roland Garros R128,W vs Krunic,1.10,1.31,58.8,2.4,5.6%,61.1%,5.9%,67.6%,43.8%,41.4%
2018 Rome R64,L vs Begu,1.03,0.78,61.0,6.7,0.0%,50.0%,2.2%,55.6%,38.5%,33.3%
2018 Madrid R64,L vs Muguruza,0.96,0.67,46.7,2.3,0.0%,66.7%,0.0%,35.1%,33.3%,34.6%
2018 Anning SF,L vs Zheng,0.98,0.77,60.2,3.0,0.0%,51.4%,0.0%,36.4%,37.8%,50.0%
2018 Anning R16,W vs Yang,0.99,1.12,72.7,4.9,2.0%,51.0%,6.3%,56.3%,57.4%,47.4%
2018 Anning R32,W vs Naydenova,0.99,1.18,78.5,4.1,8.0%,60.0%,6.5%,56.5%,46.5%,52.5%
2018 Zhengzhou R32,L vs Zheng,0.97,0.81,67.4,3.2,0.0%,44.2%,2.6%,56.4%,41.2%,41.9%
2019 (5 matches),,0.87,0.79,53.6,2.3,3.3%,53.0%,1.8%,51.9%,42.7%,43.8%
2018 (18 matches),,1.01,0.95,60.4,3.1,2.4%,58.0%,3.5%,56.5%,40.4%,40.5%
2017 (57 matches),,1.02,1.11,58.1,2.7,2.3%,57.2%,2.3%,58.2%,46.7%,44.8%
2016 (31 matches),,1.03,1.02,58.6,2.8,3.4%,57.1%,1.8%,56.7%,41.9%,43.7%
2014 (33 matches),,1.00,1.00,59.6,2.7,4.5%,55.4%,3.4%,58.2%,42.1%,44.5%
Career (217 matches),,1.01,1.03,58.3,2.7,3.1%,57.5%,2.4%,56.8%,43.4%,43.8%
