Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,400,220,180,55.0%,500-396,55.8%,4346-3938,52.5%,44-36,55.0%,315,65.5%,38.6%,3.2%,3.2%,65.6%,62.4%,46.0%,56.8%,44.9%,50.8%,1.04
Clay,135,69,66,51.1%,158-144,52.3%,1421-1352,51.2%,11-15,42.3%,107,63.2%,25.8%,2.3%,2.5%,68.3%,59.9%,47.2%,55.9%,44.5%,50.2%,1.01
Grass,45,24,21,53.3%,53-53,50.0%,514-517,49.9%,9-10,47.4%,43,66.7%,19.3%,3.5%,2.7%,67.2%,63.9%,50.9%,59.6%,39.7%,49.8%,0.98
Carpet,2,0,2,0.0%,0-4,0.0%,15-25,37.5%,0-1,0.0%,1,-,-,4.2%,2.8%,61.1%,56.8%,53.6%,55.6%,41.5%,48.1%,0.93
Grand Slams,105,54,51,51.4%,127-108,54.0%,1131-1064,51.5%,15-15,50.0%,96,65.7%,27.5%,3.1%,2.9%,65.6%,63.3%,48.5%,58.2%,42.8%,50.6%,1.02
Premiers,199,94,105,47.2%,220-228,49.1%,2070-2076,49.9%,21-25,45.7%,161,63.8%,28.3%,3.0%,2.9%,66.5%,60.5%,45.7%,55.5%,44.2%,49.9%,0.99
Internationals,189,118,71,62.4%,254-161,61.2%,2074-1745,54.3%,23-14,62.2%,141,67.7%,42.0%,3.0%,3.1%,66.2%,63.1%,46.8%,57.6%,45.5%,51.5%,1.07
Finals,10,2,8,20.0%,7-15,31.8%,94-118,44.3%,2-2,50.0%,8,65.0%,43.2%,2.2%,3.2%,67.9%,57.6%,42.3%,52.7%,43.6%,48.2%,0.92
Semi-finals,29,10,19,34.5%,23-37,38.3%,245-301,44.9%,3-4,42.9%,20,73.0%,28.0%,3.1%,3.2%,66.4%,59.3%,42.6%,53.7%,41.6%,47.7%,0.90
Quarter-finals,50,28,22,56.0%,61-46,57.0%,528-489,51.9%,5-2,71.4%,34,73.8%,50.8%,2.6%,2.4%,68.5%,61.6%,47.3%,57.1%,45.1%,51.1%,1.05
vs Righties,525,286,239,54.5%,645-529,54.9%,5674-5230,52.0%,58-54,51.8%,421,64.4%,35.7%,3.0%,2.9%,66.6%,61.8%,46.7%,56.8%,44.5%,50.7%,1.03
vs Lefties,53,23,30,43.4%,58-68,46.0%,573-589,49.3%,5-8,38.5%,43,71.4%,31.2%,3.1%,3.2%,63.9%,63.4%,46.6%,57.4%,41.3%,49.6%,0.97
vs Top 10,78,14,64,17.9%,46-122,27.4%,649-915,41.5%,4-13,23.5%,69,62.2%,20.3%,2.8%,3.5%,64.4%,58.8%,42.4%,53.0%,38.8%,46.0%,0.82
