Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,28,13,15,46.4%,6,4,2,66.7%,2005,2020,R16,26,1.02,3.1%,3.8%,64.4%,63.3%,44.9%,56.8%,44.2%,55.0%,49.2%
Roland Garros,13,Clay,24,11,13,45.8%,3,0,3,0.0%,2004,2019,R32,19,0.99,2.9%,2.2%,66.1%,60.4%,48.1%,56.3%,43.3%,60.0%,45.9%
Wimbledon,13,Grass,30,17,13,56.7%,12,7,5,58.3%,2004,2019,R16,28,1.02,3.0%,2.3%,68.5%,63.7%,53.2%,60.4%,40.3%,62.3%,49.5%
US Open,14,Hard,32,18,14,56.3%,11,5,6,45.5%,2010,2019,SF,28,1.05,3.0%,2.6%,65.1%,63.2%,49.0%,58.2%,43.9%,53.4%,43.8%
Olympics,3,,5,2,3,40.0%,3,2,1,66.7%,2008,2016,R32,3,1.01,5.9%,2.1%,66.4%,63.5%,46.4%,57.8%,42.6%,50.0%,32.6%
Fed Cup,7,,15,10,5,66.7%,2,0,2,0.0%,2001,2012,,1,1.08,5.1%,0.0%,79.7%,66.7%,50.0%,63.3%,39.8%,57.1%,37.5%
Beijing,13,Hard,28,15,13,53.6%,6,3,3,50.0%,2004,2019,SF,23,1.00,2.6%,3.1%,66.7%,60.9%,44.3%,55.4%,44.6%,56.9%,47.7%
Indian Wells,12,Hard,29,17,12,58.6%,1,1,0,100.0%,2003,2017,QF,26,1.03,2.9%,2.7%,66.3%,61.0%,46.7%,56.2%,45.2%,48.3%,44.4%
Miami,12,Hard,26,14,12,53.8%,2,0,2,0.0%,2003,2017,R16,24,1.10,3.5%,2.3%,66.3%,61.4%,48.6%,57.1%,47.4%,54.0%,47.5%
Guangzhou,11,Hard,30,19,11,63.3%,6,4,2,66.7%,2004,2019,F,20,1.13,4.5%,4.1%,63.2%,64.2%,47.1%,57.9%,47.6%,49.6%,48.3%
Rome,10,Clay,14,4,10,28.6%,4,0,4,0.0%,2006,2018,R32,9,0.87,1.6%,2.5%,68.1%,56.8%,40.4%,51.6%,42.2%,53.8%,52.4%
Madrid,9,Clay,12,3,9,25.0%,3,1,2,33.3%,2009,2018,R32,12,0.88,2.2%,2.7%,68.6%,59.6%,52.2%,57.3%,37.4%,54.9%,40.3%
