Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 US Open R128,W vs Hesse,89.3,93.4,7.8,97.3,95.9,107,77,77.3,2.9,,,83,71
2017 Wimbledon R32,L vs Halep,92.9,100.3,5.3,103.5,96.3,110,92,81.3,4.2,75.0,88.0,93,75
2017 Australian Open R64,L vs Bouchard,93.7,100.0,4.6,101.9,97.6,110,91,82.4,5.1,81.5,81.5,91,71
2015 Roland Garros R128,L vs Hercog,87.6,90.1,3.1,,,95,83,81.1,3.6,,,88,77
2015 Australian Open R16,L vs Sharapova,92.8,100.4,3.9,,,109,94,85.2,6.5,,,101,73
2015 Australian Open R32,W vs Shvedova,91.2,96.7,5.6,,,108,85,78.7,4.9,,,89,71
2015 Australian Open R64,W vs Rybarikova,91.9,96.7,7.6,,,110,77,76.3,4.1,,,86,70
2015 Australian Open R128,W vs Maria,89.1,96.4,7.3,,,107,83,77.7,3.2,,,82,71
2014 US Open SF,L vs Wozniacki,85.8,93.2,7.0,,,106,76,75.2,4.3,,,85,67
2014 US Open QF,W vs Bencic,93.2,102.7,4.7,,,110,94,75.2,2.9,,,80,71
2014 US Open R16,W vs Safarova,88.6,100.6,6.6,,,111,88,74.1,3.6,,,86,67
2014 US Open R32,W vs Vinci,94.1,100.4,6.6,,,110,85,76.6,4.6,,,85,69
2014 US Open R64,W vs Radwanska,89.8,98.9,6.5,,,109,83,79.5,5.1,,,96,72
2014 US Open R128,W vs Zheng,87.3,97.4,9.0,,,112,75,76.9,4.4,,,88,66
2014 Wimbledon R16,L vs Kvitova,99.6,104.1,4.6,,,111,86,88.6,6.6,,,98,75
2014 Wimbledon R128,W vs Konta,95.5,100.8,5.0,,,110,89,82.3,5.9,,,95,73
2014 Roland Garros R128,L vs Stephens,96.6,101.7,4.5,,,107,86,85.8,5.4,,,100,78
2014 Australian Open R128,L vs Nara,85.8,,,,,110,,,,,,,62
2013 US Open R64,L vs Kuznetsova,87.6,,,,,107,,,,,,,73
2013 US Open R128,W vs Meusburger,90.3,,,,,109,,,,,,,73
Career (42 matches),,90.8,97.1,6.7,101.8,96.7,114,62,78.8,5.2,79.3,83.1,112,62
