Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,2026,2026,Q1,1,0.72,8.2%,8.2%,42.5%,64.5%,45.2%,53.4%,33.3%,71.4%,14.3%
Roland Garros,2,Clay,6,4,2,66.7%,2,1,1,50.0%,2023,2025,R64,6,1.04,2.7%,2.3%,64.3%,64.1%,48.7%,58.6%,43.1%,65.5%,42.3%
Wimbledon,1,Grass,3,2,1,66.7%,1,0,1,0.0%,2025,2025,Q3,3,1.12,3.3%,3.7%,68.9%,65.5%,40.8%,57.8%,47.2%,54.5%,51.9%
US Open,1,Hard,1,0,1,0.0%,0,0,0,-,2025,2025,Q1,1,0.73,7.4%,9.3%,50.0%,44.4%,37.0%,40.7%,43.3%,33.3%,50.0%
Taipei,2,Hard,3,0,3,0.0%,1,0,1,0.0%,2018,2019,R32,3,0.77,3.5%,7.5%,57.8%,63.5%,44.0%,55.3%,34.4%,52.0%,38.5%
